PN,PS,DN,DS
0,5,0,0
4,2,0,0
5,0,0,1
8,1,2,1
0,2,0,0
1,4,0,1
5,1,0,2
1,2,0,1
6,5,3,1
7,10,1,0
14,16,1,6
3,2,0,1
14,14,2,6
2,10,2,1
6,0,2,0
1,2,1,0
4,2,0,0
4,6,1,0
17,8,1,2
9,6,0,4
9,5,2,0
14,5,3,0
9,4,1,0
17,4,1,1
11,2,0,2
10,0,0,2
12,1,2,2
8,5,2,2
0,0,2,1
12,10,1,1
8,4,0,0
45,12,1,3
1,1,0,0
1,1,0,0
6,8,1,1
3,4,1,0
3,3,0,0
3,0,0,0
3,1,0,1
2,1,0,0
9,4,0,2
14,4,2,2
1,2,0,1
5,10,0,4
14,8,2,2
0,4,0,0
2,0,0,2
4,0,1,1
5,4,0,0
3,1,0,0
5,2,0,1
2,4,1,1
0,2,0,0
11,10,0,9
2,2,0,1
0,1,1,1
15,12,3,2
9,10,1,6
5,3,0,0
2,3,0,1
1,7,1,2
2,1,0,1
13,12,0,1
3,1,0,0
5,7,2,1
9,3,1,2
36,21,2,4
4,3,0,0
5,1,0,1
10,6,1,3
2,6,1,2
25,17,5,8
6,1,3,1
2,3,0,0
30,6,7,4
7,2,0,0
10,6,1,1
8,7,0,3
7,7,2,5
18,8,4,4
3,2,0,0
29,8,3,2
11,4,1,0
2,3,0,0
12,8,0,3
52,84,6,14
5,8,1,0
7,2,1,1
2,0,0,1
3,4,1,0
7,12,0,3
7,1,2,2
5,2,1,1
15,17,4,4
15,7,7,1
15,8,2,4
5,3,0,2
22,8,1,3
7,2,0,1
3,10,0,3
1,8,0,1
4,1,0,1
18,12,0,3
16,9,4,2
8,8,1,3
6,10,0,1
0,0,1,3
13,16,3,2
1,2,0,1
3,2,0,1
2,4,2,2
5,6,2,2
3,4,2,0
3,1,0,0
2,0,1,0
8,5,3,1
19,9,3,5
1,3,0,1
2,0,3,1
13,15,2,9
1,0,2,0
9,9,0,0
2,1,0,0
5,10,2,1
18,12,2,2
5,0,0,1
6,3,0,2
7,7,2,2
24,3,3,6
6,6,1,0
10,16,0,3
8,3,1,0
10,6,3,4
7,9,0,2
10,8,0,2
5,1,0,1
5,8,1,3
7,9,2,4
5,7,1,1
10,7,0,2
2,7,0,0
2,4,2,2
1,0,0,1
4,1,0,0
5,0,5,0
6,8,3,1
25,21,3,4
23,10,3,1
7,10,0,2
8,10,0,2
1,1,0,0
0,5,0,0
2,0,0,0
22,10,1,5
0,2,0,1
9,8,6,7
6,5,1,1
4,1,3,0
6,4,1,0
1,4,0,5
7,0,0,1
0,2,0,2
6,4,1,2
4,5,0,1
5,4,1,1
15,5,2,3
8,4,1,1
15,9,3,4
2,5,0,1
1,2,0,0
48,36,6,6
23,7,1,2
4,3,0,2
9,2,1,3
25,11,5,4
16,30,1,4
3,1,0,3
8,2,3,0
3,6,0,1
12,8,0,2
3,9,2,3
8,11,2,4
0,2,0,0
0,13,0,2
7,6,1,1
13,4,3,2
6,4,4,2
10,2,0,1
7,11,0,3
8,1,0,1
2,6,0,0
15,6,3,0
8,5,1,1
5,6,0,0
2,3,1,0
19,15,3,5
33,37,3,9
3,6,0,1
7,2,1,1
12,9,1,1
66,38,7,7
65,36,7,5
5,1,0,0
3,3,0,1
1,3,0,0
6,13,2,6
10,11,0,3
9,2,4,0
12,8,0,3
14,10,1,2
5,8,1,2
3,1,1,0
39,10,8,4
4,4,0,0
10,6,0,0
2,1,1,0
2,1,0,0
15,4,1,3
3,1,1,3
42,15,8,9
11,4,1,4
1,5,0,1
3,7,0,1
12,1,1,0
9,4,2,3
10,4,2,3
3,13,0,2
12,2,5,3
7,2,1,2
2,8,0,2
6,2,2,2
7,6,2,0
2,2,5,3
4,4,0,0
2,3,1,0
7,3,2,0
8,6,3,1
15,17,3,0
1,1,1,0
3,1,3,0
3,3,3,0
18,26,1,5
6,2,2,0
18,8,2,2
11,8,0,2
2,1,0,1
6,3,4,0
26,22,5,3
20,5,1,1
6,5,0,1
13,11,4,1
9,14,3,1
1,0,0,2
0,1,2,0
20,11,3,0
9,8,1,0
10,6,3,2
3,7,0,1
9,10,1,0
6,4,0,3
20,11,2,1
8,8,2,4
5,1,2,0
25,9,2,2
8,5,0,1
13,4,4,0
16,9,4,4
10,3,3,1
12,19,3,0
35,17,2,1
3,5,0,3
4,3,3,4
12,9,2,1
3,7,2,6
8,3,2,3
17,13,0,5
12,14,0,4
63,39,4,5
0,0,0,1
3,5,1,1
13,10,4,4
0,2,0,0
8,6,3,2
15,15,3,4
1,5,0,1
2,2,0,1
0,4,0,0
12,4,6,7
2,2,2,2
3,3,2,2
8,11,1,2
2,4,0,1
1,0,1,0
10,6,1,0
60,46,5,8
5,10,0,3
1,1,0,0
9,7,0,2
5,0,1,1
3,4,1,1
8,5,2,0
3,3,1,2
0,0,0,1
5,7,2,0
6,8,2,1
2,3,0,0
4,3,1,2
4,1,0,0
11,8,3,4
16,17,0,4
14,12,0,1
3,0,2,0
2,8,0,1
9,12,4,4
14,3,3,4
11,11,0,2
3,1,2,0
10,15,0,1
6,3,0,1
2,1,0,0
11,1,2,0
3,10,0,2
20,13,1,6
10,5,0,0
9,8,1,2
5,4,3,1
16,10,1,5
8,11,5,6
13,17,1,4
5,4,0,0
14,13,1,3
24,12,2,1
5,1,2,1
22,15,9,8
8,8,2,0
11,4,0,1
7,5,0,1
8,9,0,1
48,39,1,13
8,8,1,4
25,13,1,3
2,3,0,2
12,20,5,8
12,3,1,1
8,8,0,0
7,12,3,4
17,21,1,4
4,4,4,7
12,9,2,4
7,10,1,2
5,6,0,1
2,2,3,1
12,5,2,0
1,15,1,4
9,3,1,2
2,0,0,0
3,1,0,0
4,4,3,1
1,1,2,0
10,3,3,1
0,6,0,2
17,6,7,2
5,1,1,0
0,7,1,0
23,11,1,3
1,5,0,0
17,13,5,4
0,1,4,2
15,5,2,1
16,8,2,2
2,10,0,1
4,3,0,1
31,14,3,4
8,6,0,3
0,4,1,1
5,2,2,2
6,3,2,0
11,8,3,1
11,4,5,1
26,45,2,16
4,2,0,2
3,4,0,3
12,12,0,5
15,4,4,0
32,17,3,2
15,15,3,3
9,14,0,1
18,17,1,5
6,5,1,1
34,17,1,6
10,3,3,0
9,3,1,1
11,16,0,4
9,7,3,2
7,8,4,4
10,6,3,1
14,8,2,0
3,6,0,3
26,23,2,2
7,9,0,4
11,12,2,5
1,0,1,0
13,25,2,8
8,3,0,1
4,9,1,3
2,4,0,0
16,14,0,1
4,6,0,0
3,7,0,2
19,29,6,12
13,16,0,2
4,5,1,2
6,7,1,1
13,7,9,5
4,1,0,3
8,5,0,4
0,3,0,2
23,10,1,5
2,4,0,0
25,4,4,1
1,3,0,1
3,3,0,1
1,2,0,0
28,28,1,8
2,9,1,2
0,2,4,1
37,53,6,15
3,3,0,1
8,14,1,1
2,3,1,2
2,2,1,1
0,4,0,1
0,1,0,2
0,1,0,0
2,3,0,2
3,4,0,0
0,1,0,0
11,2,3,1
11,4,0,0
2,2,0,1
1,3,1,1
2,3,0,1
13,9,4,3
2,5,0,1
7,9,3,1
1,2,0,3
12,12,3,0
21,13,0,3
11,11,1,4
14,14,0,5
7,11,3,3
4,3,0,1
13,27,2,9
5,5,2,2
10,5,1,1
6,3,1,1
29,43,2,22
7,8,1,2
10,1,1,0
3,1,0,0
23,19,6,9
4,3,0,0
17,15,0,3
1,4,2,0
20,19,5,6
20,4,4,5
6,1,1,2
12,10,1,9
25,14,4,7
9,9,1,0
2,1,2,1
52,23,4,4
11,5,5,6
8,1,3,3
3,1,0,0
11,5,3,4
28,19,2,7
4,4,2,3
11,18,0,6
10,10,3,5
9,2,5,2
19,28,4,9
14,6,1,1
2,4,2,0
1,4,0,0
11,21,0,5
4,3,2,0
3,3,1,0
4,4,0,2
4,6,0,4
3,2,0,3
11,11,0,0
3,3,0,1
5,3,2,3
9,10,3,4
15,10,1,6
118,74,16,22
8,1,1,0
9,7,1,2
1,2,0,0
7,3,0,2
66,53,2,12
6,10,1,5
0,25,2,34
38,18,6,8
1,3,0,0
26,10,1,0
24,21,2,3
31,31,5,10
5,8,2,0
5,4,3,2
21,22,3,6
10,1,4,0
9,13,1,5
22,28,3,7
8,5,1,3
0,4,0,0
21,29,4,7
17,29,3,2
12,14,2,5
23,29,3,7
8,9,4,7
48,65,5,15
5,3,4,2
29,17,3,3
20,15,0,1
23,23,5,5
9,8,2,0
53,41,4,10
6,3,1,0
11,6,1,0
7,10,0,3
17,18,6,3
32,30,4,9
20,10,2,3
2,2,8,8
0,0,0,1
5,6,4,1
4,2,1,0
6,6,0,0
24,11,4,1
9,2,0,2
6,1,0,0
11,9,2,2
10,18,1,5
4,4,0,2
14,3,0,1
12,15,2,1
5,6,1,1
11,0,0,1
5,4,0,2
6,8,0,3
14,6,1,2
5,4,0,0
1,3,1,0
4,15,0,6
22,32,2,10
0,3,0,0
9,4,3,0
3,1,1,0
4,3,0,3
9,11,2,3
1,2,0,0
10,7,1,0
14,10,6,13
13,8,2,3
23,7,1,2
34,21,3,4
5,2,1,5
41,21,10,4
24,19,2,5
34,16,4,5
29,18,8,2
26,13,7,1
10,6,1,2
12,13,1,2
11,12,1,1
13,20,0,0
8,8,1,1
14,4,0,3
1,2,0,2
10,11,0,3
1,8,0,2
2,0,0,1
0,2,0,0
4,6,0,0
5,1,0,0
14,7,1,4
5,8,0,0
1,7,0,0
3,6,0,0
5,3,0,0
6,1,2,2
22,20,3,1
6,9,1,4
16,20,3,6
2,2,0,1
10,5,3,0
33,24,4,6
0,2,0,0
4,2,0,1
2,6,0,0
30,7,6,2
1,2,0,1
5,4,1,0
6,4,1,2
11,12,0,2
9,4,0,1
8,7,3,0
23,55,2,14
86,31,10,11
2,1,0,1
14,4,11,3
10,8,0,5
24,18,2,2
28,26,1,5
5,3,0,3
3,2,0,0
25,33,0,9
2,21,0,2
10,10,7,1
9,5,2,0
14,6,1,5
6,7,2,2
2,1,0,0
3,4,1,1
2,7,1,4
8,4,0,2
5,1,1,2
12,4,0,0
11,4,1,0
14,3,1,3
6,9,0,0
1,1,0,1
73,51,11,14
14,3,0,3
17,17,3,2
7,3,0,1
4,3,0,0
20,3,0,0
8,7,0,2
6,6,2,2
2,5,0,2
9,9,0,0
10,7,1,0
8,10,0,3
1,4,0,3
13,8,1,0
17,16,2,3
1,0,0,1
42,16,4,5
15,13,3,5
38,24,14,6
5,5,1,2
4,1,0,0
13,5,6,2
6,1,0,1
5,8,0,1
6,2,4,2
10,3,3,0
2,3,0,1
0,2,0,0
16,10,2,2
9,7,3,0
7,4,0,0
2,2,0,1
4,1,0,2
1,0,2,0
5,2,1,1
11,9,0,3
30,13,4,2
12,11,2,7
4,2,2,1
18,14,1,3
9,10,1,0
12,5,0,4
16,2,5,1
13,5,4,1
16,12,1,0
7,4,0,5
5,7,0,3
11,10,1,1
5,0,0,0
3,2,0,0
1,2,0,0
7,3,0,0
11,5,1,1
7,10,0,1
16,5,6,1
15,15,2,2
6,8,2,1
6,3,1,1
1,6,0,0
12,7,1,2
3,2,1,1
7,19,0,3
12,4,0,0
3,5,2,0
2,7,0,2
1,2,1,1
5,5,1,1
4,1,0,1
1,1,0,1
5,3,0,0
5,6,0,1
17,7,0,2
13,6,2,1
4,9,1,1
8,6,2,2
9,1,7,0
8,1,0,2
36,22,8,9
8,2,0,0
19,6,3,2
13,4,0,2
9,10,4,5
3,0,0,0
6,6,5,4
3,2,0,0
6,9,1,1
24,12,0,5
10,5,0,2
11,14,1,5
24,13,5,4
11,8,1,1
9,7,2,4
16,19,1,6
7,11,0,3
2,3,0,0
9,4,0,1
21,10,3,2
13,6,3,2
7,2,2,2
4,6,0,2
4,3,0,1
23,22,2,1
1,1,1,1
1,1,0,0
36,20,2,11
4,2,3,0
5,8,1,0
13,8,6,0
12,5,5,3
1,6,0,2
32,42,3,6
21,5,7,4
4,3,2,2
11,6,2,0
4,6,0,0
11,6,2,2
7,9,0,1
7,2,0,0
3,4,0,1
7,6,1,2
13,8,4,6
10,14,1,3
21,5,5,4
9,6,0,1
12,10,1,4
7,3,2,1
4,4,0,1
3,4,0,1
25,25,4,7
3,5,0,1
8,3,3,7
9,3,1,2
27,16,8,3
6,7,1,2
5,5,1,0
2,1,0,0
1,0,1,0
8,14,0,5
10,5,2,1
19,17,3,4
3,10,0,2
16,10,6,2
20,36,1,9
6,4,0,0
6,10,1,0
3,0,0,2
3,7,0,1
9,4,1,1
6,9,0,1
1,12,0,3
9,10,2,4
4,2,1,0
10,7,1,6
12,20,0,11
9,8,1,0
2,3,0,0
9,11,0,3
8,1,1,1
24,10,19,13
3,2,0,0
10,4,1,3
5,3,1,5
31,20,2,8
8,9,0,2
4,2,4,4
5,4,0,3
1,2,1,1
6,7,0,0
21,9,1,6
4,3,0,2
4,2,1,0
35,34,6,7
18,37,4,10
36,38,9,15
3,5,0,0
11,10,4,3
21,10,2,0
7,9,0,3
4,4,2,3
5,5,1,1
11,15,1,3
4,6,2,1
3,1,2,0
6,7,0,1
5,11,1,2
3,2,6,0
23,34,2,11
26,24,7,6
16,12,4,7
13,9,0,4
9,10,2,2
6,5,0,0
6,8,0,3
8,9,3,3
16,6,0,1
10,5,0,2
4,2,3,1
12,13,0,5
5,11,0,8
8,9,1,2
11,10,0,2
18,18,4,8
10,21,0,6
6,12,0,3
8,6,2,0
0,0,2,0
14,3,2,1
17,5,6,1
12,5,7,0
22,2,1,1
11,6,3,0
14,7,0,0
22,7,1,1
6,6,9,5
15,7,3,0
11,3,4,5
10,5,3,1
7,5,0,0
4,1,1,1
11,5,0,3
96,37,8,9
20,8,1,5
6,5,2,0
5,2,0,1
2,2,0,2
7,2,0,2
10,3,1,0
17,4,3,3
6,5,2,0
2,5,0,1
14,7,3,3
4,2,0,0
9,1,1,0
6,5,1,0
5,2,1,1
2,1,1,1
5,5,2,2
4,4,0,1
10,5,4,1
12,5,2,0
4,4,0,0
6,1,0,3
1,2,0,0
5,1,0,2
8,1,0,0
29,20,10,8
4,4,0,2
3,4,1,0
17,14,0,1
1,3,0,0
32,9,7,6
4,15,0,6
22,22,1,7
2,2,0,0
2,7,1,2
9,2,0,1
14,15,7,2
19,10,2,1
10,1,6,5
10,5,2,1
4,1,2,0
2,1,0,0
5,5,0,1
18,10,0,0
13,9,1,4
5,8,0,1
3,1,0,0
12,7,2,1
15,7,1,2
10,5,0,1
12,6,4,1
2,10,0,1
4,0,2,0
6,0,2,1
9,7,0,0
7,2,1,1
6,1,0,2
11,5,2,1
14,7,7,5
19,15,2,0
2,1,0,0
8,2,0,1
6,7,0,3
3,1,1,1
11,10,4,3
6,1,4,2
3,8,1,1
3,5,1,0
0,3,0,1
5,11,1,0
20,10,1,2
4,2,1,0
8,4,2,1
11,56,3,15
11,4,2,1
46,24,7,11
6,3,1,0
17,9,2,2
6,5,1,2
17,10,1,2
10,2,0,2
27,23,4,8
5,7,1,0
3,5,0,2
13,6,6,3
4,1,0,1
0,4,1,0
14,9,3,6
6,4,3,2
11,3,0,3
23,14,5,6
9,6,1,2
5,2,2,2
5,1,3,0
5,1,1,0
6,1,0,1
1,0,0,1
21,26,2,6
11,5,1,1
8,6,2,3
24,6,0,3
12,6,2,4
3,6,2,1
2,7,0,2
6,2,0,2
17,17,1,3
9,8,2,5
12,11,3,4
31,26,5,8
0,5,0,4
16,7,2,0
8,3,2,0
1,1,1,1
13,2,0,2
7,4,3,1
1,3,3,1
10,7,5,1
1,2,1,0
7,3,1,2
4,2,0,2
2,1,1,0
11,13,4,3
5,4,1,3
4,5,0,0
9,11,0,3
13,8,2,2
6,2,2,0
20,23,1,4
29,12,7,2
3,0,1,1
2,1,1,0
3,4,0,1
5,0,0,0
1,0,0,0
18,16,0,2
41,23,10,6
11,18,0,2
1,2,0,1
0,2,0,0
6,6,1,2
2,4,2,2
0,1,0,0
18,17,0,1
1,2,0,0
5,4,2,0
4,3,0,0
0,4,0,0
6,4,1,2
16,4,0,0
24,21,3,6
1,3,0,0
3,3,1,1
2,1,2,0
4,1,3,1
8,2,1,0
5,4,0,1
10,1,2,0
6,3,1,0
8,5,0,2
29,9,17,8
4,6,0,2
10,6,2,0
6,6,0,3
7,4,0,0
3,4,0,1
13,7,2,3
18,7,1,0
41,11,2,2
28,5,2,2
7,4,1,0
4,8,2,1
0,0,1,0
23,9,4,1
5,1,2,1
4,4,0,1
27,13,7,5
8,4,1,0
1,2,0,1
53,27,12,4
27,9,6,2
8,2,3,1
13,15,4,1
0,1,0,1
9,7,0,1
1,1,0,0
8,6,2,4
24,14,3,2
11,5,3,0
6,4,1,1
6,6,0,1
12,11,0,5
0,4,0,0
6,0,0,0
2,3,1,1
15,13,2,4
13,9,2,2
7,3,1,2
6,11,0,4
1,10,0,1
7,2,0,1
45,28,5,6
12,7,0,1
20,10,1,2
7,12,2,4
3,5,0,0
13,13,0,1
4,0,0,0
2,3,0,1
49,28,7,5
8,3,1,1
2,10,1,1
20,15,3,3
7,6,0,0
5,6,0,0
1,0,0,0
1,2,0,0
1,1,0,0
5,9,0,3
14,8,1,2
5,0,1,0
1,2,0,0
2,1,0,0
0,1,1,0
5,0,0,0
14,12,1,4
2,2,0,1
29,11,1,2
6,4,1,1
2,4,0,1
11,7,0,1
15,7,6,1
12,13,2,0
5,5,1,0
2,5,0,0
30,13,4,1
3,9,0,0
28,15,2,0
2,0,0,0
0,5,0,0
3,10,0,2
7,3,0,2
7,4,2,1
9,4,0,2
17,9,6,6
2,4,0,0
1,4,0,1
9,15,1,1
2,1,2,0
1,0,0,0
30,16,15,7
18,13,4,3
11,15,0,3
9,5,0,1
2,4,0,2
18,12,5,3
19,7,6,9
27,13,12,5
28,17,8,3
5,1,0,0
0,4,0,1
13,8,3,3
6,2,0,2
1,5,0,0
14,7,0,1
4,5,0,1
13,7,3,4
8,6,4,2
7,3,0,2
1,4,0,1
4,13,2,2
1,5,1,0
8,13,2,0
5,4,1,2
18,8,3,1
13,9,0,7
0,3,0,0
2,5,0,0
4,1,1,1
8,5,2,4
170,74,39,28
12,10,3,2
11,7,0,0
5,3,2,0
0,1,1,1
7,4,0,1
10,12,0,2
18,5,2,1
29,19,4,8
51,52,3,6
3,2,0,0
4,6,0,0
5,1,0,0
2,2,0,0
2,5,0,0
3,0,0,2
4,7,0,1
2,0,2,0
5,3,0,1
7,3,2,1
12,3,0,0
1,0,0,0
1,3,0,0
8,4,0,0
0,1,0,1
29,18,13,6
1,3,1,0
8,3,0,0
9,8,0,0
2,1,0,0
6,3,0,3
6,4,0,0
48,30,4,7
13,7,1,0
5,21,0,2
10,9,0,4
8,5,2,2
17,11,0,4
2,3,0,3
4,11,0,2
9,9,2,1
11,5,1,1
11,7,1,2
15,14,0,7
0,0,1,1
4,3,0,0
26,18,2,5
16,9,2,1
0,3,2,0
4,5,0,1
24,15,3,5
31,21,2,6
20,16,2,8
5,10,1,4
4,5,0,1
15,6,0,1
14,10,1,4
3,13,0,1
7,2,0,1
57,18,4,10
16,2,2,3
21,9,5,4
5,3,4,3
11,7,1,1
6,2,2,2
0,2,1,0
4,3,0,0
19,15,1,2
2,0,0,0
3,1,0,0
2,8,0,1
28,7,4,6
18,4,1,1
7,6,0,0
14,5,2,1
3,2,1,0
1,2,0,0
10,6,0,2
21,11,1,2
14,10,2,2
4,3,0,0
2,0,3,2
2,0,1,0
42,41,6,8
7,10,0,1
2,1,0,1
26,26,2,4
6,4,9,5
7,4,2,0
16,14,1,2
4,2,1,2
1,2,0,3
12,8,3,0
14,10,0,4
0,2,1,2
0,3,1,1
11,5,1,0
4,5,0,1
1,5,0,0
10,8,1,2
1,1,0,1
25,9,8,6
7,6,0,1
5,3,1,2
8,13,2,0
9,5,5,5
2,8,2,4
15,11,3,4
17,9,5,7
11,24,1,6
7,2,1,0
4,2,0,0
8,18,0,6
3,0,0,0
20,10,1,3
8,1,2,1
12,5,0,3
19,9,7,1
3,6,4,3
5,5,0,2
3,6,1,0
19,8,3,3
5,8,0,2
8,2,0,1
4,2,0,0
5,0,1,1
2,7,1,3
13,10,1,3
7,18,0,3
3,1,1,0
19,15,8,1
16,9,6,2
3,2,0,0
19,16,1,1
13,10,1,4
1,3,0,1
11,13,0,2
5,1,0,0
21,21,0,3
6,4,1,0
6,12,2,5
16,5,2,1
28,31,4,3
6,11,1,1
16,17,0,6
9,2,0,7
5,5,1,2
7,5,2,3
16,8,6,4
10,2,0,3
1,8,0,0
23,19,3,4
0,2,0,0
9,25,3,3
13,9,0,8
21,11,3,5
5,1,0,1
7,10,0,0
59,48,3,7
4,10,0,3
12,11,6,1
9,6,5,0
3,4,2,4
41,18,4,3
6,4,2,0
3,1,0,0
1,3,0,4
16,17,1,6
22,20,7,13
7,9,2,5
14,9,4,4
23,3,0,2
11,19,3,4
5,2,2,0
3,2,1,0
1,3,0,0
3,0,0,0
6,6,0,2
17,6,2,3
2,2,0,0
32,36,3,12
2,4,0,0
10,8,2,2
4,3,0,0
24,13,2,0
5,9,0,1
23,15,1,7
4,0,1,0
1,0,3,0
3,0,0,0
11,6,1,1
12,3,0,3
5,9,4,1
10,9,1,2
14,6,0,0
16,8,6,2
15,5,1,2
14,15,2,1
19,12,1,1
15,12,5,5
6,4,1,2
16,21,0,2
20,12,3,0
37,24,8,8
1,4,2,1
5,1,0,0
5,0,1,1
6,3,0,1
5,6,0,3
12,10,1,0
4,1,1,0
5,7,4,0
4,1,0,1
29,25,5,2
2,1,0,2
17,10,4,1
3,4,1,1
4,3,1,0
3,0,3,1
7,0,1,2
3,15,0,3
10,8,1,4
5,4,1,1
10,19,6,2
5,10,0,3
11,16,0,4
4,5,1,4
8,8,1,3
2,3,0,0
6,3,1,3
14,11,7,3
6,7,0,4
16,10,1,1
6,15,0,1
9,13,3,3
32,22,7,4
5,0,1,0
4,6,3,0
19,77,0,30
9,10,3,6
5,1,0,2
16,7,1,1
25,10,8,5
7,2,1,2
28,16,6,4
2,4,0,1
3,6,1,2
4,4,0,2
9,10,3,0
18,26,2,4
35,16,2,5
8,8,1,0
3,10,1,1
11,10,1,5
3,7,0,0
5,10,0,2
8,8,2,3
12,10,0,3
9,2,1,0
5,7,0,3
12,8,1,2
3,3,2,1
17,23,6,7
1,0,0,0
4,2,1,0
24,21,4,7
24,18,5,5
56,72,10,8
5,5,1,0
6,8,0,0
24,25,2,8
14,11,5,3
1,4,0,1
2,14,0,7
9,7,1,1
37,45,5,6
15,6,3,2
52,29,64,49
7,5,2,0
8,3,1,3
9,12,7,5
30,32,1,5
5,4,0,0
7,13,19,24
14,5,0,6
13,27,4,2
2,2,2,1
10,17,3,3
6,4,1,0
29,5,1,3
0,0,4,1
4,6,0,0
1,6,0,4
20,9,152,66
2,1,0,3
17,9,0,2
5,5,0,1
42,13,8,0
0,1,0,0
1,5,0,0
5,6,0,2
45,35,3,10
2,7,2,3
8,10,0,1
5,13,1,1
38,20,5,4
10,22,1,6
17,17,1,0
9,2,2,0
24,32,1,6
27,14,4,1
15,10,0,4
43,21,2,6
1,4,0,1
7,15,0,6
5,6,0,8
16,8,4,3
2,2,0,1
78,36,12,9
75,77,3,29
13,6,3,0
13,8,2,0
2,0,0,0
8,2,1,0
5,1,0,0
6,2,0,0
5,18,0,0
37,11,11,4
7,7,2,2
3,1,12,1
3,10,0,1
0,4,0,2
11,17,1,3
13,7,1,2
5,3,1,1
6,2,1,1
2,6,0,0
7,8,5,0
5,4,0,0
6,2,3,0
9,13,4,5
9,3,3,1
18,23,1,4
24,6,1,2
11,9,1,3
30,16,0,3
5,5,0,0
5,2,1,1
21,16,1,2
6,3,2,0
18,9,0,2
4,6,1,2
23,12,2,3
17,6,9,6
37,26,3,6
13,7,2,1
7,8,0,2
18,7,0,2
6,5,1,1
2,0,1,1
13,7,4,1
69,24,12,9
3,2,1,1
10,2,0,1
1,1,0,0
5,2,0,1
4,2,0,2
13,8,3,6
4,1,2,1
16,8,0,3
1,2,0,0
16,19,0,3
3,8,1,5
9,8,1,0
14,16,1,2
11,7,3,0
0,3,0,0
8,3,0,0
10,4,2,0
14,4,2,0
4,9,0,0
6,2,0,0
12,10,2,2
42,15,4,4
6,10,43,32
44,29,7,11
30,14,1,8
43,24,4,2
11,6,1,2
29,21,3,0
132,60,20,16
7,9,0,1
23,15,3,1
30,16,2,2
33,19,5,7
5,16,1,5
3,4,1,1
25,15,4,5
20,21,1,7
36,21,54,25
4,1,0,0
1,4,0,0
8,2,2,0
23,8,28,20
23,22,1,5
19,6,0,2
18,22,3,3
7,6,1,2
5,4,1,0
17,9,5,1
18,9,2,3
23,13,2,0
2,0,2,3
8,6,1,0
19,6,5,4
7,5,0,1
30,20,5,5
20,8,7,12
6,1,2,2
14,13,2,12
9,5,3,0
2,2,0,3
6,6,0,1
8,6,2,2
11,2,1,3
1,8,1,1
2,7,0,0
6,4,0,0
12,4,3,1
4,2,1,1
12,5,4,0
3,3,1,1
3,1,0,0
42,20,11,9
12,5,1,2
0,1,0,0
14,4,5,1
5,4,0,0
2,1,2,2
46,38,8,5
2,6,2,2
10,1,3,1
38,25,4,10
8,5,2,3
14,11,4,1
2,5,1,1
11,12,7,3
1,1,0,0
2,6,1,0
1,1,7,4
11,3,0,1
15,7,1,4
28,15,1,2
14,7,1,1
6,3,3,2
0,1,0,0
26,11,1,2
2,2,3,0
39,47,3,8
36,16,13,4
14,8,1,2
4,2,0,1
12,7,0,4
0,3,0,0
6,4,2,3
0,1,0,0
13,6,2,1
3,0,0,1
29,7,2,6
12,10,2,4
7,12,2,1
1,1,0,2
21,9,1,1
7,5,3,2
23,14,0,7
6,6,2,0
24,14,1,1
9,3,0,2
5,8,0,0
8,5,2,2
40,37,5,10
4,7,0,1
7,1,0,1
5,5,0,0
4,2,2,1
9,7,0,0
10,5,0,1
6,0,3,3
6,7,1,3
47,20,4,4
17,21,1,6
1,1,0,2
28,10,3,3
9,7,0,2
31,12,6,5
42,20,6,6
0,2,0,2
4,3,2,1
12,3,1,2
16,7,0,0
4,1,0,0
10,5,1,2
10,6,0,0
23,10,1,5
29,15,4,6
24,18,3,4
13,6,2,1
11,4,0,0
13,10,1,3
11,13,1,0
40,11,2,5
10,4,1,3
22,10,3,4
15,6,2,1
4,3,1,1
6,7,1,3
16,13,3,2
5,5,0,2
13,6,0,1
6,8,0,1
15,10,1,1
10,8,0,1
14,8,1,0
10,15,2,3
3,5,0,1
7,10,1,4
0,0,0,2
11,6,1,0
4,5,0,0
9,8,0,3
12,9,3,10
6,13,1,1
69,49,11,17
8,5,5,3
10,3,5,4
1,0,1,2
35,60,1,6
2,7,3,1
9,7,1,0
1,1,0,0
0,2,0,1
11,1,0,3
9,6,1,3
6,6,3,2
54,61,4,16
8,11,1,6
2,3,0,0
6,9,1,1
6,1,0,1
2,4,0,0
0,9,1,2
2,0,4,0
11,10,0,2
13,22,3,6
1,1,0,0
2,1,1,2
24,10,1,1
14,9,0,2
6,5,0,3
17,11,4,2
1,2,0,1
11,6,0,2
1,0,0,1
5,4,2,3
16,18,1,4
11,9,0,3
5,2,0,1
5,8,1,0
2,5,0,3
18,15,2,1
30,21,2,1
14,10,0,5
5,5,1,2
4,3,0,1
18,10,5,6
20,20,3,1
0,1,0,2
27,14,2,5
6,3,6,2
1,8,0,0
5,1,0,0
9,9,0,8
9,1,2,2
14,11,1,2
4,2,0,0
13,8,0,2
3,1,0,1
9,4,1,2
21,14,5,3
2,4,0,1
5,1,0,0
15,10,2,4
1,8,1,2
6,1,2,2
3,4,2,0
8,3,2,3
5,3,0,1
32,31,3,9
7,6,0,0
1,4,0,0
8,1,0,0
24,6,2,4
8,4,0,0
2,4,0,2
13,10,2,2
0,3,0,1
3,17,0,0
34,21,4,4
1,1,0,6
1,7,1,1
11,7,1,3
1,1,0,0
20,15,2,10
52,23,4,6
2,2,1,0
