SubjectID,UnemSpell,Censored,Age,Sex,Education,Race,NumDependents,UI,Married,CountyUnemRate,Homeowner,HourWageLastYear
5097,26,0,32,0,14,0,4,1,1,5,1,1224
5549,26,0,48,0,8,1,5,0,1,11,0,242
6171,16,1,28,0,14,1,1,1,0,11,0,537
6171,29,0,27,0,14,1,1,1,0,7,0,921
5664,20,0,38,0,10,1,7,1,1,12,1,900
5520,14,1,39,0,10,1,1,0,0,9,0,538
1099,2,0,47,0,6,0,2,1,1,7,0,915
1268,2,0,52,0,12,0,3,1,1,5,1,462
1756,2,0,23,0,12,0,1,1,0,11,0,285
1756,24,0,24,0,12,0,4,0,1,7,0,2188
297,8,0,53,0,8,1,2,1,1,9,1,293
6172,1,0,25,0,14,1,2,1,1,6,1,709
6416,30,0,49,0,12,0,1,1,0,5,1,652
297,8,0,23,0,8,1,2,1,0,8,0,349
2634,1,0,29,0,16,0,2,0,1,11,0,893
5143,13,0,51,1,11,1,3,1,0,5,1,215
5365,4,0,40,0,12,1,4,0,1,7,1,238
952,30,0,56,0,12,0,2,1,1,5,1,1400
1088,13,0,32,0,13,0,5,1,1,5,1,1111
6228,2,0,34,1,11,1,2,0,0,7,0,443
2292,2,0,44,0,9,0,6,1,1,9,1,1022
2292,3,0,43,0,9,0,6,1,1,7,1,866
2411,17,0,36,0,9,0,6,1,1,9,1,1038
2411,4,0,35,0,9,0,6,1,1,7,1,990
5478,6,0,56,0,8,1,3,1,1,13,1,1500
5964,1,0,59,0,4,1,3,1,1,7,1,564
608,10,0,20,0,12,0,1,1,0,7,0,248
608,4,0,53,0,12,0,1,1,1,7,1,153
2801,5,0,29,0,12,0,4,1,1,5,1,924
2615,2,0,40,0,12,0,6,0,1,7,1,1297
1164,24,0,20,0,12,0,2,0,1,5,0,803
6100,6,0,56,0,7,1,2,1,1,6,1,1098
6100,4,0,55,0,7,1,2,1,1,5,1,962
355,1,0,54,0,8,0,2,1,1,11,1,1799
355,1,0,53,0,8,0,2,1,1,7,1,1432
6824,48,1,24,1,12,1,2,1,0,5,0,1563
6801,1,0,27,0,8,1,3,0,1,10,0,255
6801,2,0,62,0,8,1,2,0,1,9.5,0,720
6801,2,0,34,0,7,1,5,0,1,10,0,294
2009,13,0,54,0,9,1,2,0,1,9,1,141
833,6,0,24,0,12,0,2,1,1,9.5,1,543
1460,6,0,44,0,14,0,6,1,1,10,1,1645
1460,5,0,43,0,14,0,7,1,1,7,1,1259
1064,12,0,39,0,17,0,5,0,1,7,1,721
5475,12,0,23,0,9,1,1,0,0,5,0,161
1399,8,0,51,0,12,0,2,1,1,9,1,2923
5119,39,0,36,0,12,0,4,1,1,9,1,430
5119,8,0,35,0,12,0,4,1,1,7,1,836
2788,5,0,29,0,12,0,4,1,1,12,1,1066
2788,6,0,28,0,12,0,4,1,1,13,1,1014
986,15,0,37,0,12,1,1,0,0,7,0,700
5780,15,0,21,1,13,1,1,1,0,9,0,657
5315,1,0,28,1,11,1,3,1,1,7,0,392
5133,3,0,22,1,12,1,2,0,0,9,0,252
639,1,0,39,0,14,0,3,1,1,12,1,588
639,2,0,38,0,14,0,3,1,1,7,1,526
5375,17,1,36,0,12,1,3,1,1,9,0,1042
5173,21,1,34,0,12,0,6,0,1,9.5,1,361
2288,4,0,23,0,12,0,2,0,1,5,1,178
5435,3,0,52,0,8,0,1,0,0,9,0,611
6037,30,0,28,0,12,0,3,1,1,12,1,1755
5526,16,0,30,0,14,1,2,0,1,3,0,1382
6071,4,0,26,0,17,1,1,0,0,5,0,475
5960,1,0,38,0,9,1,4,1,1,7,1,455
5274,8,0,40,0,10,1,5,0,1,5,1,845
13,4,0,52,0,11,0,2,1,1,12,1,637
13,14,0,51,0,11,0,2,1,1,7,1,774
6468,12,0,24,0,11,0,3,1,1,9,0,1593
6468,2,0,24,0,11,0,2,1,1,7,0,914
2177,6,0,30,0,13,0,4,1,1,6,1,763
2336,18,0,35,0,12,0,4,0,1,8,1,210
5023,26,1,25,0,12,0,3,1,1,7,0,979
5449,4,0,28,0,11,1,5,1,1,5,1,458
2801,18,0,25,0,12,0,3,1,1,7,1,744
6748,1,0,32,0,10,1,6,1,1,11,1,912
5290,2,0,32,0,12,1,1,0,0,7,0,723
5290,24,1,24,0,11,1,4,1,1,7,1,86
6196,30,1,26,0,10,0,2,1,1,7,1,121
6196,13,0,25,0,10,0,2,1,1,7,1,796
2699,27,0,33,0,12,0,1,1,1,7,0,1642
6346,13,0,26,0,11,1,5,0,1,7,0,406
6346,52,1,25,0,11,1,5,1,1,7,0,846
6196,22,1,25,0,12,0,2,1,1,7,0,1046
1845,16,0,20,1,12,0,1,0,0,7,0,289
5191,50,0,52,1,12,1,2,1,0,5,0,459
1786,24,0,27,0,12,0,4,1,1,3,0,496
2436,2,0,20,0,12,0,1,0,0,3,0,700
6502,52,1,37,0,9,1,9,1,1,11,0,577
2655,8,0,51,0,12,0,5,1,1,11,0,2298
1399,13,0,25,0,12,0,1,0,0,9,1,2653
6115,98,1,26,1,11,1,3,0,0,11,0,0
5789,9,0,29,0,13,0,4,1,1,4,1,1193
880,1,0,26,0,12,0,1,1,0,13,1,399
6475,78,1,26,1,12,1,1,0,0,7,0,100
6262,26,1,26,0,12,1,1,1,0,8,0,390
5801,98,1,24,0,11,1,4,1,1,8,0,101
1577,9,0,39,0,13,0,5,0,1,7,1,612
5501,98,1,28,0,12,1,1,0,0,7,0,300
5107,10,0,27,0,13,1,1,0,0,6,0,685
1152,13,0,34,1,15,0,4,0,0,9,0,1084
2429,4,0,24,0,12,0,4,1,1,12,1,688
2429,43,0,23,0,12,0,4,1,1,9.5,1,642
6639,25,0,28,1,12,1,2,1,0,11,0,2353
6639,2,0,27,1,12,1,2,1,0,7,0,1302
798,20,1,37,0,16,0,2,0,1,9,0,775
798,24,1,30,0,16,0,2,0,1,7,0,313
5477,22,0,27,0,12,1,5,1,1,9,1,645
1045,22,1,34,1,13,0,2,1,0,10,1,545
6843,22,0,26,0,12,1,4,0,1,7,0,208
6843,3,0,46,1,11,1,2,0,0,6,0,266
2224,13,0,60,0,13,0,2,1,1,8,1,1111
5097,4,0,27,0,14,0,3,1,1,7,0,567
6779,4,0,29,0,12,1,4,0,1,7,0,2016
263,2,0,28,0,12,0,3,1,1,11,1,1142
263,1,0,27,0,12,0,3,1,1,11,1,918
6354,21,1,47,0,8,1,5,1,1,7,1,371
6071,19,1,34,0,12,1,2,0,1,4,0,311
709,40,0,20,0,12,0,2,1,1,9.5,0,314
633,2,0,21,1,12,0,1,1,0,12,0,352
6040,8,0,44,0,12,1,1,0,0,7,0,247
5897,1,0,23,1,13,1,1,0,0,7,0,545
5817,22,1,30,0,12,1,3,0,1,7,0,541
5817,12,0,29,0,12,1,3,0,1,7,0,372
13,2,0,32,0,12,0,3,1,1,12,1,1318
6672,26,0,29,1,11,1,5,1,0,5,0,192
5605,17,1,29,0,10,0,4,1,1,7,0,449
1275,19,0,54,0,16,0,4,1,1,5,1,592
1165,30,0,23,0,10,0,4,1,1,4,1,1050
6092,24,0,35,0,14,1,5,1,1,3,1,1603
6639,2,0,57,0,8,1,5,1,1,11,0,1522
1118,12,0,37,0,12,0,5,0,1,5,0,1667
2282,3,0,55,0,16,0,8,0,1,11,1,360
2003,10,0,33,0,14,0,5,1,1,9.5,1,821
6171,2,0,26,0,13,1,2,1,0,7,0,1244
5351,3,0,24,0,11,0,2,0,0,9,0,222
1951,3,0,57,0,8,0,2,1,1,9,0,598
1951,21,1,56,0,8,0,2,1,1,9.5,0,656
5126,65,1,23,1,12,1,1,0,0,3,0,390
6370,62,1,49,1,11,1,3,0,0,9,0,0
6370,52,1,24,0,11,1,1,0,0,9,0,424
5366,13,0,23,0,12,1,4,1,1,6,0,478
5486,2,0,39,0,9,1,2,1,1,7,0,454
5392,21,1,27,1,12,1,2,0,0,7,0,848
6649,55,1,36,0,9,1,1,1,0,11,0,882
1915,98,1,23,0,12,1,1,0,0,12,0,150
2108,43,0,45,0,14,0,3,1,1,9,1,4904
2108,14,0,44,0,14,0,3,1,1,7,1,1955
5641,98,1,25,1,12,1,3,0,0,9,0,0
2752,9,0,52,0,12,0,2,0,1,5,0,218
180,9,0,28,0,12,0,1,1,0,5,0,1181
6413,13,0,23,1,12,1,1,1,0,7,0,219
443,22,0,20,0,9,0,4,0,1,11,0,472
931,2,0,31,0,12,0,4,1,1,7,0,984
1776,34,0,21,0,12,0,1,1,0,12,0,323
5366,2,0,31,0,12,1,6,0,1,6,0,727
6282,57,1,46,0,10,0,3,1,1,7,0,1400
5569,16,1,25,0,11,1,1,0,0,6,0,550
671,2,0,39,1,12,0,5,0,1,6,1,521
671,3,0,38,1,12,0,4,0,1,7,1,532
2635,1,0,25,1,12,0,1,1,0,5,0,581
6638,4,0,28,0,12,1,3,1,1,7,0,1193
819,5,0,24,0,17,0,2,0,1,5,0,1197
5054,20,1,22,0,12,1,2,1,1,12,0,1187
5054,39,0,22,0,12,1,2,1,1,13,0,872
5809,2,0,33,0,12,0,1,1,0,13,0,408
2788,8,0,24,0,12,0,2,1,1,12,1,1499
2788,28,0,23,0,12,0,2,1,1,13,1,938
1438,2,0,49,1,12,1,3,1,0,6,1,730
6386,2,0,33,0,12,0,4,1,1,7,1,1247
1570,12,0,24,0,12,1,3,1,1,9,0,700
2364,78,0,58,0,8,0,2,0,1,7,0,0
2364,9,0,57,0,8,0,3,1,1,7,0,217
2111,8,0,50,0,12,1,2,1,1,12,1,1155
2111,8,0,50,0,12,1,2,1,1,13,1,1220
5897,7,0,22,1,12,1,2,1,0,7,0,593
6392,6,0,23,0,12,1,4,1,1,5,0,659
6392,30,1,22,0,12,1,4,1,1,5,0,361
1038,42,1,33,1,11,0,3,1,0,10,0,725
1038,40,0,33,1,11,0,3,1,0,11,0,526
1695,2,0,31,0,12,0,4,0,1,5,0,1197
5958,2,0,34,1,9,1,5,1,0,6,1,802
5958,1,0,33,1,9,1,3,1,0,5,1,603
6537,37,1,28,0,10,1,2,1,0,5,0,382
6537,1,0,28,0,12,1,1,0,0,7,0,287
1233,2,0,23,0,12,0,1,1,0,7,0,380
5292,19,1,45,1,7,1,3,1,0,6,0,197
2627,2,0,42,0,13,0,3,0,1,7,1,1596
6255,1,0,37,0,8,0,5,1,1,5,1,542
6862,12,1,25,0,14,1,3,0,0,7,0,375
5810,3,0,26,1,15,0,1,0,0,11,0,711
6389,4,0,26,0,13,1,1,0,0,5,0,1123
2176,25,1,49,0,9,0,4,0,1,5,0,417
2505,1,0,47,0,9,0,1,1,0,7,0,1030
6182,22,1,44,0,12,1,2,0,1,5,0,303
6413,17,0,30,0,12,1,3,1,1,7,0,310
5813,1,0,49,0,5,1,2,1,1,7,1,441
6289,2,0,24,1,12,0,3,1,0,11,0,521
6289,2,0,23,1,12,0,3,1,1,7,0,476
6203,30,0,24,0,12,1,4,1,0,9,0,407
5925,5,0,22,0,9,1,3,0,1,7,0,392
6767,47,1,27,1,12,1,3,1,0,7,0,964
6450,22,1,62,0,6,1,4,1,1,7,0,1201
2921,15,0,36,0,12,1,5,1,1,8,1,1081
2921,36,0,35,0,12,1,5,1,1,7,1,563
6305,3,0,52,0,6,1,5,0,1,6,1,395
2409,3,0,29,0,12,0,3,1,1,9,1,1250
2409,3,0,28,0,12,0,3,1,1,7,1,1196
5542,35,0,25,0,12,1,1,0,0,7,0,265
2199,5,0,36,0,17,0,6,1,1,9.5,0,919
2199,36,0,28,0,12,0,5,1,1,11,1,865
2199,26,0,27,0,12,0,5,1,1,9.5,1,1346
2273,4,0,24,0,14,0,1,1,0,10,0,794
2273,10,0,23,0,14,0,1,1,0,9.5,0,558
6193,2,0,37,0,12,1,6,0,1,7,1,1750
6444,2,0,21,0,12,1,4,0,1,5,1,705
5642,1,0,25,0,12,1,3,0,1,5,1,603
5821,27,0,27,0,12,1,2,1,0,7,0,534
5821,1,0,26,0,12,1,1,1,0,7,0,512
5182,24,0,27,0,12,1,4,1,1,9,1,728
5182,12,0,26,0,12,1,4,1,1,7,1,476
846,15,0,27,0,12,1,4,0,1,6,1,1698
846,6,0,25,0,12,1,4,0,1,5,1,730
6629,1,0,41,0,12,0,7,0,1,7,0,313
5655,35,1,27,0,11,1,3,1,1,5,0,316
6049,2,0,27,0,11,0,1,0,0,7,0,518
2576,15,0,53,0,12,0,2,1,1,10,1,844
6863,78,1,47,1,12,1,3,0,0,5,0,0
5655,17,0,30,0,11,1,3,1,1,7,0,594
5655,4,0,29,0,11,1,4,1,1,5,0,344
1795,11,0,24,1,13,0,1,1,0,7,1,446
6108,4,0,25,0,14,1,1,0,0,5,0,277
5010,35,1,52,1,8,1,3,1,0,8,0,328
5916,35,1,25,0,12,1,3,1,1,9,0,774
5655,9,0,24,0,9,1,1,1,0,5,0,321
5798,1,0,28,0,12,0,4,0,1,6,0,803
2831,1,0,27,0,10,0,2,1,1,4,1,1059
2831,1,0,26,0,10,0,4,1,1,3,1,1011
2614,3,0,32,0,12,0,6,1,1,7,1,671
217,26,0,24,0,11,1,4,1,1,7,0,853
6040,52,1,26,1,12,1,2,0,0,7,0,78
5858,3,0,26,0,10,1,5,1,1,7,0,547
6765,17,0,45,0,9,1,5,0,1,7,1,210
6845,2,0,24,1,12,1,3,0,0,6,0,520
5085,20,0,33,0,15,1,1,1,0,7,0,415
2146,10,0,60,1,9,0,1,1,0,9.5,1,364
2145,4,0,32,0,15,0,2,1,1,7,0,617
1192,13,0,25,0,12,0,2,1,1,5,0,571
1192,4,0,22,0,12,0,2,1,1,5,0,597
6829,4,0,28,0,11,1,4,0,0,11,0,496
2201,4,0,39,0,12,0,1,1,0,11,0,667
1342,20,0,29,0,12,0,3,1,1,11,1,922
1342,12,0,26,0,12,0,3,1,1,9.5,1,283
6736,14,0,40,1,11,1,1,1,0,7,1,307
2704,4,0,50,0,12,0,2,1,1,8,1,1108
5750,5,0,25,0,12,1,1,0,0,9,0,709
5750,24,0,24,0,12,1,1,0,0,7,0,1068
699,52,1,38,0,12,0,7,1,1,11,0,855
699,3,0,37,0,12,0,7,1,1,11,0,1090
1358,1,0,41,0,7,0,3,1,1,9,1,483
1358,1,0,40,0,7,0,4,1,1,9.5,1,547
1419,8,0,32,0,16,0,4,0,1,3,1,1258
5987,26,1,29,1,14,1,3,1,0,9,0,796
6166,4,0,35,0,9,1,5,1,1,9.5,0,575
2157,29,1,31,1,9,1,7,1,0,11,1,427
6455,13,1,52,0,4,1,3,0,1,5,1,584
6354,5,0,25,0,12,1,3,0,1,5,1,917
6354,8,0,24,0,12,1,3,1,1,7,1,974
686,4,0,33,0,6,0,3,1,1,4,0,468
686,15,0,32,0,6,0,3,1,1,3,0,470
6752,2,0,54,1,8,1,1,1,0,11,1,446
6752,2,0,54,1,8,1,1,1,0,7,1,422
6392,13,0,32,0,13,1,5,0,1,5,1,910
5366,67,1,58,0,7,1,1,1,1,7,0,369
2422,1,0,30,0,12,0,6,1,1,12,1,910
6826,4,0,25,0,12,1,1,1,0,6,0,985
1037,2,0,28,0,14,0,4,0,1,5,1,840
419,2,0,30,0,10,1,5,1,1,5,0,567
1406,17,1,53,0,8,0,2,1,1,11,1,1751
704,10,0,53,0,14,0,3,1,1,11,1,977
704,1,0,52,0,14,0,3,1,1,9.5,1,885
5826,3,0,23,0,12,1,1,1,0,5,1,424
5550,16,0,48,0,13,1,5,1,1,13,1,1397
5052,98,1,23,0,9,1,7,0,1,12,0,0
5071,3,0,39,0,14,1,5,1,1,12,1,1371
5071,3,0,38,0,14,1,5,1,1,13,1,773
5395,98,1,27,0,11,1,3,0,1,12,0,0
5823,1,0,40,0,12,0,4,0,1,5,1,703
1314,8,0,40,0,12,0,4,1,1,9,1,1226
1314,12,0,40,0,12,0,4,1,1,11,1,563
649,1,0,36,0,14,0,5,1,1,11,1,1442
1803,6,0,39,0,12,1,5,0,1,7,1,979
1048,40,0,28,0,12,0,3,1,1,3,0,470
1225,1,0,31,0,16,0,3,0,1,7,1,588
5521,9,0,29,0,12,1,4,1,1,9,0,962
5063,3,0,30,0,12,1,1,1,0,12,0,1082
5063,6,0,31,0,13,1,8,0,1,12,1,493
6519,8,0,26,1,12,1,3,1,0,11,0,534
1109,26,1,29,0,10,0,2,1,1,6,1,710
1109,18,0,28,0,10,0,2,1,1,5,1,1105
6284,15,0,22,1,13,1,3,1,0,5,0,308
5182,1,0,29,0,12,1,4,0,1,9,1,720
6424,26,0,31,0,12,0,5,1,1,7,0,1563
6424,26,0,31,0,12,0,5,1,1,7,0,817
5959,52,1,30,1,12,1,3,0,0,9.5,1,0
6071,43,0,24,0,12,1,1,0,0,9.5,0,476
5442,2,0,33,0,8,1,6,1,1,11,1,599
5442,1,0,32,0,8,1,6,1,1,11,1,578
5440,8,0,35,0,8,1,5,0,1,8,1,518
5107,67,0,26,0,12,1,3,1,1,6,0,473
5107,31,1,26,0,12,1,3,1,1,5,0,1250
6261,39,1,30,0,12,1,1,0,0,8,0,176
5579,8,0,52,0,11,0,3,1,1,6,1,889
5579,26,0,51,0,11,0,3,1,1,5,1,913
1799,26,1,23,0,10,1,3,0,1,4,0,678
1799,4,0,22,0,10,1,4,0,1,3,0,442
2540,2,0,32,0,9,0,4,0,1,7,1,663
364,2,0,22,0,13,0,1,1,0,9,1,912
364,4,0,21,0,13,0,1,1,0,7,1,574
5911,8,0,46,0,8,1,1,0,0,3,0,601
5235,15,0,27,0,12,0,2,0,1,7,1,1531
5935,8,0,39,0,6,1,3,0,1,7,1,537
2676,9,0,35,0,13,0,2,1,0,7,0,3599
297,13,0,26,1,11,1,4,1,0,7,0,609
5869,12,0,29,0,12,0,4,0,1,7,0,1652
6358,8,0,51,0,11,1,2,0,1,7,1,581
1256,3,0,25,0,13,0,1,1,0,7,0,851
2614,2,0,35,0,16,0,5,1,1,11,1,1179
6605,8,0,25,0,11,1,3,0,1,7,0,472
6647,13,0,54,0,12,1,1,0,0,5,1,439
6588,18,1,57,0,5,1,2,0,1,8,1,102
5332,9,0,22,0,12,1,3,0,1,6,0,773
1880,28,0,24,0,11,0,5,1,1,13,1,1042
6125,4,0,26,0,12,1,1,1,0,9.5,1,315
6176,35,0,48,0,16,0,1,1,0,9,0,768
6176,20,0,47,0,16,0,1,1,0,7,0,864
6125,4,0,32,0,12,1,1,0,0,9.5,0,428
6349,26,1,24,0,11,1,3,0,0,7,0,500
6484,17,1,24,1,14,1,1,1,0,7,0,323
2591,34,1,25,0,12,0,2,1,1,7,1,832
6413,4,0,34,0,12,1,6,1,1,7,1,599
5913,2,0,27,0,12,0,5,1,1,7,0,989
6362,8,0,20,0,11,0,3,1,1,7,0,305
5835,12,0,28,1,12,1,5,0,0,5,0,1030
5977,9,1,24,0,14,1,1,0,0,5,0,125
1192,20,0,26,0,12,0,3,1,1,5,0,690
6387,22,0,40,0,12,0,4,1,1,6,1,1495
6387,16,0,39,0,12,0,5,1,1,7,1,1083
2224,4,0,29,0,12,0,4,0,0,5,0,995
1210,26,0,25,0,14,0,1,1,0,9,0,1048
6507,66,0,22,1,11,1,3,1,0,7,0,0
6262,12,0,28,0,12,1,1,1,0,7,0,449
633,9,0,34,0,13,0,1,1,0,9.5,0,255
5395,98,1,27,0,10,1,1,0,0,12,0,893
6779,4,0,22,0,11,1,1,0,0,7,0,792
6292,3,0,41,0,14,0,4,1,1,8,1,1728
6292,2,0,40,0,14,0,5,1,1,7,1,1078
875,12,0,35,0,14,0,4,1,1,5,1,1132
2292,26,0,21,0,10,0,1,1,1,7,0,842
308,3,0,34,0,15,0,6,0,1,8,1,846
6738,4,0,33,0,9,1,2,0,1,9.5,1,321
6738,16,0,33,0,12,1,9,1,1,9.5,1,656
6229,9,0,23,0,12,1,2,0,0,9,0,501
1638,61,1,30,0,10,0,4,1,1,14,1,1300
1638,5,0,29,0,10,0,4,1,1,13,1,944
1342,1,0,56,0,10,0,2,1,1,11,1,1385
1342,3,0,55,0,10,0,2,1,1,9.5,1,873
2490,13,0,34,0,11,0,5,1,1,11,1,1554
2490,2,0,33,0,11,0,5,1,1,9.5,1,1276
5768,35,1,55,1,10,1,1,1,0,9,0,188
5543,12,0,55,0,10,0,1,0,0,5,0,1222
5541,20,0,24,1,11,1,1,0,0,5,0,460
5420,1,0,32,1,12,0,4,1,0,11,1,298
5656,7,0,25,0,11,1,3,0,1,7,0,1395
5656,8,0,24,0,11,1,3,0,1,5,0,550
1797,3,0,46,0,6,1,2,1,1,4,1,1033
5174,52,1,33,0,9,0,3,1,1,8,1,668
5174,10,0,32,0,9,0,3,1,1,9.5,1,1266
6228,30,0,26,0,17,1,1,1,0,9,0,435
6228,16,0,25,0,17,1,1,1,0,7,0,1319
5998,61,1,22,0,13,1,1,0,0,6,0,218
5998,8,0,21,0,13,1,1,0,0,5,0,545
5177,1,0,28,0,12,1,1,1,0,7,0,290
5498,12,0,21,0,11,1,3,1,1,7,0,417
6546,1,0,46,0,5,1,4,0,1,7,1,540
6633,8,0,59,0,6,1,2,0,1,7,0,674
126,11,0,41,0,12,0,3,1,1,15,1,381
126,7,0,40,0,12,0,3,1,1,11,1,479
2680,22,0,49,0,12,0,3,1,1,8,1,779
2680,3,0,48,0,12,0,3,1,1,7,1,569
2539,10,0,23,0,14,0,2,1,1,7,1,938
5002,21,0,26,1,12,0,2,1,0,7,0,332
5325,1,0,49,0,12,1,6,1,1,12,1,1214
5325,1,0,48,0,12,1,5,1,1,13,1,1218
1107,1,0,29,0,12,0,2,0,1,9,1,1089
1107,1,0,28,0,12,0,2,0,1,7,1,1177
5130,8,0,28,0,14,1,2,0,1,7,1,1728
1505,8,0,27,1,17,0,1,0,0,9,0,886
6362,3,0,26,0,12,0,2,1,1,6,1,1173
6362,2,0,44,0,12,0,2,1,1,7,1,1045
5494,17,0,22,0,10,1,1,0,0,12,0,494
5077,8,0,25,0,12,0,2,1,1,7,0,1089
5077,1,0,24,0,12,0,2,1,1,7,0,729
1406,2,0,32,0,12,0,4,1,1,11,1,1813
2852,1,0,27,0,13,0,6,1,1,14,1,1452
6055,17,0,33,0,17,1,1,1,0,9,0,1586
6055,16,0,31,0,17,1,1,1,0,7,0,551
6455,17,1,22,1,12,1,3,0,0,5,0,179
2661,8,0,31,0,12,0,5,1,1,9.5,0,879
6340,17,0,36,0,12,0,7,0,1,10,1,378
6327,3,0,29,0,9,1,2,0,1,5,1,625
5747,2,0,35,1,12,0,1,0,0,7,0,344
1994,2,0,48,0,12,1,3,1,1,13,1,1159
2593,98,1,41,0,15,1,1,0,0,8,1,747
5349,2,0,40,0,9,1,1,0,0,3,0,187
6589,52,1,20,0,10,1,4,1,1,8,0,188
6589,17,0,31,0,11,1,6,0,1,9,1,647
6589,8,0,30,0,11,1,6,1,1,7,1,574
840,1,0,32,0,12,1,1,1,0,5,0,518
6861,60,1,60,0,11,1,1,0,0,7,1,2020
5537,3,0,24,0,12,1,3,1,1,5,0,426
6606,52,1,42,0,9,1,1,1,0,7,0,200
6262,43,0,27,0,14,1,1,1,1,7,0,1000
5518,2,0,48,0,3,1,6,0,1,7,1,732
6814,20,0,31,0,12,1,2,1,0,9.5,0,465
6815,2,0,32,0,12,1,5,1,1,10,0,930
6815,26,0,31,0,12,1,5,1,1,7,0,1220
6028,20,0,26,1,10,1,3,1,0,7,0,338
5463,22,0,25,0,14,1,4,1,1,10,0,1341
6401,24,0,29,0,12,0,3,0,1,7,0,742
1222,6,0,40,0,12,0,8,1,1,3,1,549
2114,1,0,32,1,12,0,2,0,0,7,0,198
5626,1,0,28,0,10,1,4,1,1,5,0,450
5404,208,0,32,0,11,1,4,1,1,5,0,0
5434,8,0,24,0,14,0,2,1,1,5,0,541
5032,104,0,40,1,12,0,3,0,0,4,1,239
5032,78,1,39,1,12,0,3,1,1,3,1,0
2620,3,0,32,0,13,0,1,1,0,5,1,853
2620,6,0,31,0,13,0,1,1,0,7,1,710
2302,2,0,26,0,12,0,5,1,1,11,1,448
490,4,0,28,0,12,0,4,0,1,5,0,524
6287,2,0,24,0,12,1,4,1,1,5,0,589
6287,38,0,27,0,10,1,4,1,1,8,0,714
6287,1,0,26,0,10,1,3,1,1,7,0,660
976,1,0,31,0,11,0,3,0,1,7,1,242
6569,39,0,21,0,7,1,1,0,0,7,0,436
6569,2,0,20,0,7,1,1,0,0,5,0,291
5087,6,0,21,1,12,0,1,1,0,7,0,528
5051,6,0,33,0,14,1,5,1,1,12,1,1824
5051,2,0,32,0,14,1,5,1,1,13,1,1330
5019,18,0,38,0,16,0,3,0,1,5,1,1333
2875,10,0,33,0,8,1,1,1,0,10,0,293
2875,10,0,32,0,8,1,2,1,0,11,0,359
1571,14,1,28,1,12,1,3,0,0,7,0,461
5874,30,1,26,0,12,1,1,0,0,9,0,1160
5861,99,0,32,1,9,1,4,1,0,5,0,933
5863,2,0,35,0,9,1,4,0,1,7,0,379
5863,16,0,34,0,9,1,4,0,1,5,0,190
5668,17,0,22,0,10,0,3,0,0,10,0,410
5656,12,0,46,1,8,1,3,0,0,5,1,419
6028,26,0,25,0,10,1,5,0,1,7,0,231
5182,3,0,55,0,5,1,3,0,1,7,1,333
5541,32,0,24,0,10,1,3,0,1,7,0,371
1906,8,0,31,0,16,0,3,0,1,13,1,1337
6281,43,1,50,0,10,1,1,0,0,5,1,479
5054,4,0,54,0,8,1,3,1,1,12,1,917
5054,4,0,53,0,8,1,3,1,1,13,1,1139
6154,6,0,26,1,12,1,3,0,0,7,0,465
5619,2,0,21,1,12,1,2,0,0,5,0,375
6569,26,0,25,0,9,1,4,1,1,7,0,67
6569,13,1,24,0,9,1,4,1,1,5,0,188
6685,4,0,29,1,12,1,1,1,0,7,0,556
5342,26,1,29,0,12,1,1,0,0,12,0,0
6278,4,0,22,0,13,1,4,1,1,5,1,625
5839,26,0,26,0,12,1,3,1,1,7,0,543
5622,10,0,48,1,7,1,4,0,0,5,0,480
6110,6,0,28,0,9,1,4,0,1,5,0,326
6107,21,0,20,1,9,1,2,0,0,7,0,57
6847,40,0,31,0,9,1,4,1,0,6,0,1476
508,45,0,40,0,16,0,5,1,1,7,1,4112
6030,30,0,30,0,12,1,3,1,1,7,0,318
6030,1,0,29,0,12,1,3,1,1,7,0,278
2704,20,0,24,1,12,0,1,1,0,7,0,1134
5542,20,0,29,1,12,1,1,1,0,5,0,1299
6788,98,1,30,1,11,1,2,0,0,7,0,0
6290,26,1,36,0,10,1,1,0,0,9,0,625
5539,73,0,30,1,10,1,4,0,0,7,0,0
6107,9,0,22,0,9,1,1,0,0,7,0,534
5628,34,0,27,0,12,1,3,0,1,7,0,1156
5628,15,0,26,0,12,1,3,0,1,5,0,189
6736,52,0,40,0,10,1,3,0,0,7,1,300
5628,27,1,25,1,12,1,1,0,0,7,0,361
5656,39,0,22,0,12,1,1,0,1,7,0,692
5656,6,0,22,0,12,1,3,0,1,5,0,282
5656,15,0,20,0,11,1,1,0,1,7,0,112
2639,4,0,39,0,12,0,4,1,1,7,1,964
5306,8,0,42,1,11,1,4,1,0,7,0,575
1799,24,0,49,1,11,1,1,0,1,3,1,310
2327,11,0,35,0,10,1,5,0,1,4,1,615
5822,24,1,24,1,11,1,4,0,0,7,0,0
5439,25,0,27,0,11,0,1,1,1,7,0,391
6231,40,1,24,0,9,1,1,0,0,7,0,306
5332,26,0,26,0,12,1,4,1,1,6,0,591
6365,98,1,25,0,9,1,5,1,1,7,0,606
5834,5,0,62,0,4,1,2,0,0,5,1,2316
6284,12,0,24,0,11,1,3,0,0,5,0,188
2311,9,0,23,0,12,0,1,0,0,7,0,190
6031,11,0,36,0,9,1,1,0,0,3,0,2129
6411,2,0,51,0,12,1,1,0,0,3,0,1122
5159,4,0,21,0,9,1,3,0,1,7,0,592
2704,8,0,23,0,10,0,3,1,0,5,0,231
5443,49,0,46,0,3,1,4,1,1,8,1,218
