Spell,Ethnicity,Censored,Prevalent
46,5,0,1
8,5,0,1
69,2,0,1
43,1,1,1
43,5,1,1
18,5,0,1
12,5,0,1
12,5,0,1
49,2,1,1
54,5,1,1
103,2,1,1
34,5,0,1
238,2,1,1
53,5,1,1
43,5,1,1
37,5,1,1
39,5,0,1
56,2,1,1
82,5,0,1
9,2,0,1
68,5,1,1
36,5,0,1
29,5,0,1
31,2,0,1
26,5,0,1
46,5,1,1
33,4,0,1
9,5,0,1
45,5,1,1
10,5,0,1
52,5,1,1
22,2,0,1
13,2,0,1
61,5,0,1
102,2,1,1
38,5,0,1
40,4,0,1
47,5,0,1
46,5,0,1
45,5,1,1
24,5,0,1
12,2,0,1
15,5,0,1
5,5,0,1
12,5,0,1
25,1,0,1
10,2,0,1
54,5,0,1
21,5,0,1
45,1,1,1
32,2,0,1
38,2,0,1
40,3,1,1
44,2,1,1
12,5,0,1
3,5,0,1
43,5,0,1
10,5,0,1
62,2,1,1
42,4,0,1
163,2,1,1
11,5,0,1
29,4,0,1
20,5,0,1
40,5,0,1
27,5,0,1
33,2,0,1
16,5,0,1
44,4,1,1
6,3,0,1
23,3,0,1
10,5,0,1
22,5,0,1
168,5,1,1
15,5,0,1
14,4,0,1
36,5,0,1
45,5,1,1
77,5,0,1
97,3,1,1
94,5,1,1
78,3,0,1
26,5,0,1
51,2,1,1
37,2,0,1
82,1,1,1
131,5,1,1
8,2,0,1
44,4,1,1
73,5,0,1
28,3,0,1
71,4,0,1
67,5,1,1
44,1,1,1
65,1,1,1
73,2,0,1
43,5,1,1
43,5,0,1
12,5,0,1
24,4,0,1
32,2,0,1
70,5,1,1
44,2,1,1
5,5,0,1
45,1,1,1
44,5,1,1
11,5,0,1
81,5,1,1
49,2,1,1
33,5,0,1
134,1,1,1
10,2,0,1
12,5,0,1
11,5,0,1
7,5,0,1
40,5,0,1
45,5,1,1
42,1,0,1
45,5,0,1
36,5,0,1
13,5,0,1
6,5,0,1
43,5,0,1
32,4,0,1
60,5,0,1
63,1,1,1
51,1,0,1
53,5,1,1
61,5,0,1
176,5,0,1
44,5,1,1
58,5,0,1
66,2,1,1
28,5,0,1
45,2,1,1
38,5,1,1
44,2,1,1
44,5,1,1
33,1,0,1
61,2,0,1
13,5,0,1
18,5,0,1
38,4,0,1
103,2,0,1
43,5,0,1
46,5,0,1
47,5,0,1
4,3,0,1
49,5,0,1
48,1,1,1
57,2,0,1
30,5,0,1
45,2,1,1
105,1,1,1
49,2,1,1
77,5,1,1
49,5,1,1
44,5,1,1
89,2,1,1
13,5,0,1
87,1,1,1
7,5,0,1
13,2,0,1
44,5,1,1
83,5,0,1
24,1,0,1
19,2,0,1
88,5,1,1
10,5,0,1
8,5,0,1
44,5,1,1
21,5,0,1
70,5,0,1
37,5,1,1
45,2,1,1
88,5,0,1
53,1,1,1
45,1,1,1
58,5,1,1
101,1,1,1
64,3,1,1
9,3,0,1
150,3,1,1
49,5,0,1
30,5,0,1
13,5,0,1
43,2,1,1
48,5,1,1
45,3,1,1
19,5,0,1
14,1,0,1
13,5,0,1
44,4,1,1
39,5,0,1
92,2,1,1
29,4,0,1
80,2,0,1
13,5,0,1
66,5,0,1
41,1,0,1
69,5,1,1
62,5,1,1
44,5,0,1
34,5,0,1
46,5,1,1
38,5,0,1
27,5,0,1
34,5,0,1
46,4,1,1
56,5,1,1
41,4,1,1
48,2,1,1
45,5,1,1
11,5,0,1
69,1,1,1
65,5,0,1
45,5,1,1
12,2,0,1
15,5,0,1
29,5,0,1
72,2,0,1
31,5,0,1
9,2,0,1
50,5,0,1
46,1,1,1
15,5,0,1
42,5,1,1
14,5,0,1
68,5,1,1
54,1,1,1
102,5,0,1
9,5,0,1
20,5,0,1
44,4,1,1
86,5,1,1
44,5,1,1
74,5,0,1
10,5,0,1
57,5,1,1
28,5,0,1
45,5,1,1
72,5,0,1
71,5,0,1
19,2,0,1
114,5,1,1
11,5,0,1
52,5,1,1
87,5,1,1
29,5,0,1
10,5,0,1
30,1,0,1
57,1,0,1
64,5,1,1
32,5,0,1
20,5,0,1
46,2,1,1
9,2,0,1
34,5,0,1
17,5,0,1
16,2,0,1
39,5,1,1
15,5,0,1
28,3,0,1
39,5,1,1
24,3,0,1
15,2,0,1
20,5,0,1
34,2,0,1
65,2,1,1
23,2,0,1
138,1,1,1
16,5,0,1
49,1,1,1
6,5,0,1
44,5,1,1
16,5,0,1
57,1,1,1
12,5,0,1
40,3,0,1
15,1,0,1
60,1,1,1
16,3,0,1
44,5,1,1
11,5,0,1
44,2,1,1
7,5,0,1
62,5,1,1
36,1,0,1
133,1,1,1
8,5,0,1
10,5,0,1
175,5,1,1
44,3,1,1
27,5,0,1
12,5,0,1
13,4,0,1
12,5,0,1
109,2,1,1
85,2,1,1
13,1,0,1
65,2,0,1
15,2,0,1
29,2,0,1
42,2,0,1
45,5,1,1
215,5,1,1
35,2,0,1
126,5,1,1
8,2,0,1
21,5,0,1
48,5,0,1
60,1,1,1
62,5,0,1
31,3,0,1
78,5,1,1
154,5,1,1
26,1,0,1
57,5,0,1
75,5,0,1
48,5,0,1
150,5,0,1
18,5,0,1
67,5,1,1
47,5,1,1
54,5,0,1
56,5,0,1
67,2,0,1
60,3,1,1
44,5,1,1
24,5,0,1
64,2,0,1
50,5,0,1
21,5,0,1
102,3,1,1
9,3,0,1
23,5,0,1
68,5,1,1
60,5,1,1
60,4,0,1
12,5,0,1
37,5,0,1
38,5,0,1
46,5,0,1
20,2,0,1
11,3,0,1
118,2,1,1
12,2,0,1
72,1,1,1
53,5,0,1
76,2,1,1
168,5,1,1
42,5,1,1
21,5,0,1
38,2,0,1
16,5,0,1
60,2,0,1
16,5,0,1
92,5,0,1
11,5,0,1
37,5,0,1
8,2,0,1
5,5,0,1
49,5,0,1
85,5,0,1
130,5,0,1
22,5,0,1
73,5,1,1
109,2,0,1
46,5,0,1
12,4,0,1
33,5,0,1
57,2,1,1
11,2,0,1
45,1,1,1
85,2,1,1
30,5,0,1
58,2,1,1
89,5,0,1
45,2,1,1
46,2,0,1
17,1,0,1
44,2,1,1
62,2,1,1
128,5,1,1
21,5,0,1
46,2,0,1
93,5,1,1
39,3,1,1
108,1,1,1
12,5,0,1
45,2,1,1
25,5,0,1
11,5,0,1
21,5,0,1
46,5,1,1
41,5,1,1
9,5,0,1
33,5,0,1
51,2,1,1
16,5,0,1
36,5,0,1
89,5,1,1
35,5,0,1
13,5,0,1
44,2,1,1
43,5,0,1
10,5,0,1
62,5,1,1
85,5,0,1
56,3,0,1
11,5,0,1
64,5,0,1
3,5,0,1
45,1,0,1
74,5,1,1
80,2,1,1
39,5,0,1
44,2,1,1
13,5,0,1
24,5,0,1
77,5,0,1
12,2,0,1
26,5,0,1
44,2,0,1
34,4,0,1
44,2,0,1
2,2,0,1
55,5,0,1
55,5,0,1
48,5,0,1
63,5,0,1
9,5,0,1
59,5,1,1
90,5,0,1
41,5,0,1
3,5,0,1
44,5,1,1
15,5,0,1
45,5,1,1
53,5,1,1
42,5,1,1
21,5,0,1
14,5,0,1
53,5,1,1
32,5,0,1
57,4,1,1
11,5,0,1
43,2,0,1
14,5,0,1
39,5,0,1
218,5,1,1
21,5,0,1
6,5,0,1
36,2,0,1
64,5,0,1
64,2,0,1
42,2,1,1
106,2,0,1
45,5,1,1
35,5,0,1
41,5,0,1
15,5,0,1
101,5,1,1
13,3,0,1
5,5,0,1
38,5,0,1
40,5,0,1
12,5,0,1
33,2,0,1
13,2,0,1
61,5,0,1
45,4,0,1
108,5,1,1
8,2,0,1
100,5,0,1
53,2,0,1
46,2,1,1
94,3,1,1
22,5,0,1
39,5,0,1
29,4,0,1
49,2,1,1
45,4,1,1
42,5,1,1
11,5,0,1
24,2,0,1
11,5,0,1
45,5,1,1
58,3,0,1
45,3,1,1
9,5,0,1
12,5,0,1
35,2,0,1
89,2,0,1
155,2,0,1
45,1,0,1
5,5,0,1
53,2,1,1
66,2,0,1
53,5,0,1
42,5,1,1
32,2,0,1
114,5,1,1
28,5,0,1
56,5,1,1
54,5,0,1
46,5,0,1
11,5,0,1
51,2,1,1
35,2,0,1
90,5,0,1
71,2,1,1
87,2,1,1
78,2,0,1
31,5,0,1
57,2,1,1
25,5,0,1
61,5,1,1
53,5,0,1
39,2,1,1
116,3,0,1
41,5,0,1
138,5,0,1
33,5,0,1
67,2,1,1
39,2,0,1
122,5,1,1
116,5,1,1
57,5,0,1
33,4,0,1
34,5,0,1
6,5,0,1
155,5,0,1
125,1,1,1
97,5,1,1
4,5,0,1
25,2,0,1
46,2,1,1
60,2,0,1
78,2,1,1
224,5,1,1
125,5,1,1
9,5,0,1
54,4,1,1
43,5,1,1
21,1,0,1
70,5,1,1
44,5,1,1
89,5,1,1
4,5,0,1
21,5,0,1
121,2,0,1
120,5,0,1
50,5,1,1
98,5,0,1
6,5,0,1
47,5,0,1
33,5,0,1
73,5,0,1
163,2,0,1
40,5,0,1
58,5,0,1
39,5,0,1
63,1,0,1
36,5,0,1
101,5,1,1
33,5,0,1
119,5,1,1
14,5,0,1
21,3,0,1
9,5,0,1
96,5,1,1
59,1,0,1
15,5,0,1
49,1,1,1
68,5,1,1
16,2,0,1
45,5,1,1
83,5,0,1
34,5,0,1
68,5,1,1
85,5,1,1
43,4,1,1
153,4,1,1
56,2,1,1
10,2,0,1
48,5,1,1
24,5,0,1
44,5,0,1
52,5,1,1
45,5,1,1
28,5,0,1
23,2,0,1
35,5,0,1
23,5,0,1
28,2,0,1
18,5,0,1
12,4,0,1
151,4,1,1
12,5,0,1
6,5,0,1
95,2,1,1
47,5,0,1
54,2,0,1
8,2,0,1
70,5,0,1
6,5,0,1
93,5,1,1
161,5,0,1
65,5,0,1
33,5,0,1
34,2,0,1
13,5,0,1
58,2,1,1
45,5,1,1
90,5,0,1
72,5,1,1
41,2,1,1
31,2,0,1
60,5,0,1
118,5,1,1
215,5,0,1
72,5,1,1
14,2,0,1
43,5,0,1
32,2,0,1
43,5,0,1
100,5,0,1
22,2,0,1
67,5,0,1
43,5,0,1
59,2,0,1
73,5,1,1
57,5,1,1
18,5,0,1
15,2,0,1
69,2,1,1
57,5,0,1
63,2,0,1
58,5,0,1
59,3,0,1
68,2,1,1
50,4,0,1
77,4,0,1
49,5,1,1
48,1,1,1
57,5,0,1
21,5,0,1
56,2,1,1
34,2,0,1
49,5,0,1
25,2,0,1
22,4,0,1
46,4,1,1
88,5,1,1
58,5,1,1
43,5,0,1
81,5,1,1
40,5,1,1
34,2,0,1
66,2,1,1
68,2,1,1
69,2,0,1
53,5,1,1
93,2,1,1
74,5,0,1
42,5,0,1
147,5,0,1
34,5,0,1
21,5,0,1
46,2,0,1
73,2,0,1
18,5,0,1
60,5,0,1
83,2,1,1
149,2,1,1
37,3,0,1
57,5,1,1
135,5,0,1
19,5,0,1
50,5,1,1
17,5,0,1
27,4,0,1
28,5,0,1
33,5,0,1
11,5,0,1
16,4,0,1
39,4,1,1
9,5,0,1
12,5,0,1
24,5,0,1
128,5,1,1
60,5,0,1
24,5,0,1
13,2,0,1
40,5,0,1
27,5,0,1
31,1,0,1
10,5,0,1
41,4,0,1
47,1,0,1
28,5,0,1
40,5,0,1
123,5,1,1
105,5,1,1
38,5,0,1
34,5,0,1
10,5,0,1
16,5,0,1
169,5,0,1
128,5,0,1
36,4,0,1
46,1,1,1
98,2,0,1
49,2,1,1
35,3,0,1
38,5,0,1
11,5,0,1
30,5,0,1
27,5,0,1
83,3,1,1
11,5,0,1
59,5,1,1
69,3,0,1
9,1,0,1
14,2,0,1
14,5,0,1
45,5,1,1
114,2,1,1
22,5,0,1
141,5,1,1
32,5,0,1
67,5,1,1
94,5,1,1
9,5,0,1
63,2,1,1
44,4,1,1
93,5,0,1
7,5,0,1
49,4,0,1
72,5,1,1
154,5,1,1
55,4,1,1
122,5,1,1
68,5,1,1
60,5,1,1
56,5,1,1
61,5,0,1
25,2,0,1
110,2,0,1
49,5,1,1
11,5,0,1
40,2,1,1
60,3,0,1
50,1,0,1
21,5,0,1
9,5,0,1
41,5,1,1
66,5,1,1
49,1,1,1
81,1,1,1
14,3,0,1
45,1,1,1
44,5,0,1
22,2,0,1
44,2,0,1
9,5,0,1
33,5,0,1
40,5,1,1
45,5,1,1
9,5,0,1
6,3,0,1
20,5,0,1
14,4,0,1
50,1,1,1
14,3,0,1
11,4,0,1
9,5,0,1
63,2,1,1
42,4,1,1
44,4,1,1
31,2,0,1
116,5,1,1
52,2,1,1
20,2,0,1
14,2,0,1
171,5,1,1
44,5,0,1
161,2,1,1
71,2,1,1
21,5,0,1
34,2,0,1
30,5,0,1
52,2,1,1
34,2,0,1
45,5,1,1
9,5,0,1
35,5,0,1
23,2,0,1
13,3,0,1
58,1,0,1
23,5,0,1
45,2,0,1
37,2,1,1
14,5,0,1
45,5,1,1
9,5,0,1
45,5,1,1
15,5,0,1
11,3,0,1
18,2,0,1
32,5,0,1
55,2,1,1
102,1,1,1
12,2,0,1
44,5,0,1
38,5,1,1
65,2,1,1
46,5,1,1
213,5,1,1
77,2,1,1
8,5,0,1
69,5,1,1
14,5,0,1
24,5,0,1
44,5,1,1
104,5,1,1
42,5,1,1
11,5,0,1
66,2,1,1
45,5,1,1
46,5,1,1
11,2,0,1
143,3,1,1
99,5,0,1
39,5,0,1
35,5,0,1
46,2,1,1
189,5,1,1
50,5,1,1
7,5,0,1
39,5,0,1
5,5,0,1
35,5,0,1
83,2,0,1
47,5,0,1
30,5,0,1
10,5,0,1
9,5,0,1
14,2,0,1
136,5,1,1
43,2,0,1
57,3,1,1
11,5,0,1
38,5,1,1
64,2,1,1
14,5,0,1
41,4,0,1
5,5,0,1
173,5,1,1
31,5,0,1
34,5,0,1
27,5,0,1
24,2,0,1
8,5,0,1
50,2,0,1
20,5,0,1
138,2,1,1
32,2,0,1
9,5,0,1
39,5,0,1
24,5,0,1
32,5,0,1
45,1,1,1
27,5,0,1
18,5,0,1
10,5,0,1
93,5,1,1
45,5,1,1
13,5,0,1
59,5,0,1
21,3,0,1
91,5,0,1
43,2,1,1
49,1,1,1
36,5,0,1
27,4,0,1
10,2,0,1
6,4,0,1
9,5,0,1
44,5,1,1
12,5,0,1
33,5,0,1
14,5,0,1
22,3,0,1
13,5,0,1
42,5,0,1
72,2,1,1
15,2,0,1
118,5,0,1
81,5,1,1
44,2,1,1
44,5,1,1
33,5,0,1
36,5,1,1
22,5,0,1
10,4,0,1
44,4,1,1
44,3,1,1
20,2,0,1
12,2,0,1
16,2,0,1
42,5,1,1
17,2,0,1
46,5,0,1
21,5,0,1
37,5,1,1
39,2,0,1
47,5,1,1
38,3,0,1
40,5,0,1
43,1,1,1
10,1,0,1
11,5,0,1
44,2,1,1
42,2,0,1
37,5,0,1
29,5,0,1
10,2,0,1
10,5,0,1
12,5,0,1
95,5,1,1
28,5,0,1
13,2,0,1
45,2,1,1
43,2,1,1
41,5,1,1
44,2,1,1
36,5,0,1
44,2,0,1
45,3,1,1
10,3,0,1
33,5,0,1
16,2,0,1
44,5,1,1
81,3,1,1
68,2,0,1
59,5,0,1
45,3,1,1
46,2,1,1
4,5,0,1
27,2,0,1
38,2,0,1
26,5,0,1
9,5,0,1
50,1,1,1
10,2,0,1
67,2,1,1
45,2,1,1
111,5,1,1
12,5,0,1
29,5,0,1
9,5,0,1
9,5,0,1
23,5,0,1
39,4,1,1
42,5,0,1
23,5,0,1
39,5,0,1
44,5,1,1
11,3,0,1
19,5,0,1
43,3,1,1
45,2,1,1
131,2,1,1
34,5,0,1
97,2,0,1
33,2,0,1
17,2,0,1
36,5,0,1
84,5,0,1
49,1,0,1
29,5,0,1
64,2,0,1
166,5,1,1
27,5,0,1
143,5,1,1
40,5,0,1
10,5,0,1
32,2,0,1
34,5,0,1
98,1,1,1
97,5,0,1
122,2,0,1
43,2,0,1
15,5,0,1
18,5,0,1
44,5,1,1
11,5,0,1
30,5,0,1
30,5,0,1
45,2,0,1
43,2,1,1
23,5,0,1
18,5,0,1
45,1,1,1
23,5,0,1
8,5,0,1
45,5,1,1
39,5,1,1
23,5,0,1
41,5,1,1
102,4,0,1
40,5,1,1
190,5,0,1
55,2,0,1
30,5,0,1
18,5,0,1
24,1,0,1
11,3,0,1
168,5,1,1
30,5,0,1
44,2,1,1
45,5,0,1
17,5,0,1
36,5,0,1
12,5,0,1
19,2,0,1
44,5,1,1
11,5,0,1
44,4,1,1
37,5,0,1
36,5,0,1
16,5,0,1
21,5,0,1
16,5,0,1
11,5,0,1
5,5,0,1
11,3,0,1
7,1,0,1
162,5,1,1
15,5,0,1
88,5,0,1
29,5,0,1
10,5,0,1
13,5,0,1
44,4,1,1
44,4,1,1
18,5,0,1
29,5,0,1
31,5,0,1
71,2,1,1
32,5,0,1
10,5,0,1
20,5,0,1
35,5,0,1
20,5,0,1
10,5,0,1
42,2,1,1
47,2,0,1
15,5,0,1
44,2,1,1
13,5,0,1
19,5,0,1
38,2,1,1
24,4,0,1
42,5,1,1
46,5,1,1
43,5,1,1
44,1,1,1
10,5,0,1
25,2,0,1
12,3,0,1
21,5,0,1
25,5,0,1
23,5,0,1
15,5,0,1
33,2,0,1
15,5,0,1
52,2,0,1
12,2,0,1
41,5,0,1
30,5,0,1
47,5,1,1
89,5,1,1
11,5,0,1
44,1,1,1
43,5,0,1
4,5,0,1
21,5,0,1
35,5,0,1
53,5,0,1
19,5,0,1
20,5,0,1
44,5,1,1
11,5,0,1
44,5,1,1
24,5,0,1
35,1,0,1
67,5,0,1
48,2,1,1
22,5,0,1
45,5,1,1
23,2,0,1
21,5,0,1
19,5,0,1
16,5,0,1
2,5,0,1
107,5,0,1
42,5,0,1
12,5,0,1
44,2,1,1
41,5,1,1
51,5,0,1
45,1,1,1
44,5,1,1
24,5,0,1
40,5,1,1
9,5,0,1
5,5,0,1
24,5,0,1
11,5,0,1
15,5,0,1
36,4,1,1
10,3,0,1
27,5,0,1
13,5,0,1
90,5,1,1
44,2,1,1
46,5,1,1
40,5,1,1
23,5,0,1
18,5,0,1
29,5,0,1
15,5,0,1
36,5,1,1
44,2,1,1
44,5,1,1
11,3,0,1
41,5,0,1
24,2,0,1
25,3,0,1
35,5,0,1
37,3,1,1
51,2,0,1
53,2,0,1
23,2,0,1
28,5,0,1
44,5,1,1
19,5,0,1
34,5,0,1
31,5,0,1
14,2,0,1
9,5,0,1
59,5,0,1
45,2,1,1
12,2,0,1
21,5,0,1
37,5,0,1
40,1,1,1
12,4,0,1
25,5,0,1
27,5,0,1
44,5,1,1
23,5,0,1
44,2,1,1
4,3,0,1
33,5,0,1
50,5,1,1
44,5,1,1
7,2,0,1
37,3,0,1
10,5,0,1
12,5,0,1
13,5,0,1
46,1,1,1
9,5,0,1
16,5,0,1
38,5,1,1
5,5,0,1
89,5,0,1
59,5,0,1
27,2,0,1
9,5,0,1
45,5,1,1
44,5,1,1
44,5,1,1
16,5,0,1
22,5,0,1
53,3,0,1
29,5,0,1
35,3,0,1
45,1,1,1
15,5,0,1
17,5,0,1
55,5,1,1
58,5,0,1
62,4,0,1
16,3,0,1
5,5,0,1
44,5,1,1
41,5,1,1
22,5,0,1
44,5,1,1
2,5,0,1
9,5,0,1
8,5,0,1
28,5,0,1
10,5,0,1
7,5,0,1
41,1,0,1
23,5,0,1
35,5,0,1
10,5,0,1
45,5,1,1
12,1,0,1
50,5,0,1
31,5,0,1
12,4,0,1
74,3,1,1
50,5,1,1
10,5,0,1
15,5,0,1
76,2,0,1
32,5,0,1
98,4,0,1
12,1,0,1
46,1,0,1
29,1,0,1
37,5,1,1
17,5,0,1
43,1,0,1
12,2,0,1
8,5,0,1
11,5,0,1
12,2,0,1
36,5,0,1
9,5,0,1
56,2,0,1
13,5,0,1
47,5,1,1
40,5,0,1
37,1,0,1
26,5,0,1
45,1,1,1
185,2,0,1
12,1,0,1
43,2,1,1
11,3,0,1
23,2,0,1
21,1,0,1
29,5,0,1
30,3,0,1
31,1,0,1
27,5,0,1
21,5,0,1
46,2,1,1
23,5,0,1
68,2,1,1
21,5,0,1
52,5,0,1
13,2,0,1
18,5,0,1
26,2,0,1
17,5,0,1
31,3,0,1
11,5,0,1
44,5,1,1
42,3,0,1
9,5,0,1
22,3,0,1
9,5,0,1
16,5,0,1
12,5,0,1
42,5,1,1
11,5,0,1
21,5,0,1
30,1,0,1
16,5,0,1
92,5,1,1
23,5,0,1
11,5,0,1
24,3,0,1
12,5,0,1
173,5,0,1
12,3,0,1
22,4,0,1
10,3,0,1
45,2,1,1
11,5,0,1
17,2,0,1
45,5,1,1
44,3,1,1
44,5,0,1
25,2,0,1
12,5,0,1
14,5,0,1
44,5,1,1
31,5,0,1
13,1,0,1
44,5,1,1
42,5,0,1
48,5,0,1
12,3,0,1
3,5,0,1
23,5,0,1
13,5,0,1
17,1,0,1
18,2,0,1
45,5,1,1
35,5,0,1
48,5,1,1
28,2,0,1
45,1,1,1
80,1,1,1
98,5,0,1
10,5,0,1
50,5,0,1
44,5,1,1
32,5,0,1
51,5,1,1
44,5,1,1
40,1,0,1
42,5,1,1
17,5,0,1
45,5,1,1
6,5,0,1
69,5,1,1
30,1,0,1
12,5,0,1
13,5,0,1
56,5,1,1
11,5,0,1
43,5,1,1
45,5,0,1
34,2,0,1
77,5,1,1
34,5,0,1
40,5,1,1
44,2,1,1
2,5,0,1
18,5,0,1
16,5,0,1
18,5,0,1
9,5,0,1
9,5,0,1
20,5,0,1
11,5,0,1
35,5,0,1
44,5,1,1
18,5,0,1
12,5,0,1
9,2,0,1
37,5,1,1
34,5,0,1
13,5,0,1
34,5,0,1
38,4,1,1
32,5,0,1
11,3,0,1
10,5,0,1
10,3,0,1
34,5,0,1
23,2,0,1
9,5,0,1
26,5,0,1
17,5,0,1
62,5,1,1
39,5,0,1
39,5,1,1
5,5,0,1
11,5,0,1
6,5,0,1
33,4,0,1
41,5,1,1
45,5,1,1
9,5,0,1
45,5,0,1
44,2,0,1
31,5,0,1
8,5,0,1
19,1,0,1
45,5,1,1
8,5,0,1
18,2,0,1
17,2,0,1
11,5,0,1
25,2,0,1
44,5,1,1
39,5,0,1
44,5,0,1
44,5,1,1
15,5,0,1
33,5,0,1
48,5,0,1
18,5,0,1
22,5,0,1
11,4,0,1
15,5,0,1
58,5,0,1
36,2,0,1
13,5,0,1
24,4,0,1
12,5,0,1
29,5,0,1
40,1,1,1
49,1,0,1
14,1,0,1
45,5,1,1
40,5,1,1
11,5,0,1
38,5,0,1
24,4,0,1
36,5,0,1
26,5,0,1
38,3,0,1
9,5,0,1
18,5,0,1
27,4,0,1
10,5,0,1
104,5,1,1
51,4,1,1
55,1,1,1
14,5,0,1
88,1,0,1
44,5,1,1
18,5,0,1
6,5,0,1
20,5,0,1
13,4,0,1
38,1,1,1
44,5,0,1
49,1,1,1
2,5,0,1
12,3,0,1
31,5,0,1
11,5,0,1
45,5,1,1
12,5,0,1
40,5,1,1
15,3,0,1
64,2,1,1
49,3,1,1
43,2,0,1
42,5,1,1
31,3,0,1
16,4,0,1
71,2,0,1
41,5,0,1
17,5,0,1
43,4,1,1
10,5,0,1
41,2,1,1
81,1,1,1
45,5,1,1
19,5,0,1
41,5,1,1
10,2,0,1
31,3,0,1
30,5,0,1
11,5,0,1
38,2,0,1
11,5,0,1
43,4,1,1
23,5,0,1
32,1,0,1
34,2,0,1
43,5,1,1
24,2,0,1
45,2,1,1
8,5,0,1
18,5,0,1
32,5,0,1
34,2,0,1
33,5,0,1
15,5,0,1
3,5,0,1
10,4,0,1
46,1,0,1
40,5,0,1
33,2,0,1
49,5,1,1
23,4,0,1
67,5,0,1
13,5,0,1
26,4,0,1
35,5,0,1
27,5,0,1
5,5,0,1
33,5,0,1
167,1,1,1
15,2,0,1
28,5,0,1
37,5,0,1
29,5,0,1
43,2,0,1
2,5,0,1
17,5,0,1
44,5,1,1
106,3,1,1
62,1,1,1
6,4,0,1
10,5,0,1
44,5,1,1
12,5,0,1
44,2,1,1
14,5,0,1
23,3,0,1
12,5,0,1
44,5,1,1
45,2,0,1
33,5,0,1
25,2,0,1
34,5,0,1
4,5,0,1
44,5,1,1
52,3,1,1
12,5,0,1
18,5,0,1
40,5,0,1
35,5,0,1
45,1,1,1
43,5,1,1
11,5,0,1
14,5,0,1
20,5,0,1
43,2,1,1
26,5,0,1
150,5,0,1
46,5,1,1
43,5,1,1
6,5,0,1
46,1,1,1
16,2,0,1
16,3,0,1
44,1,1,1
44,5,1,1
45,5,1,1
14,5,0,1
25,2,0,1
159,5,0,1
33,5,0,1
41,2,0,1
17,2,0,1
10,5,0,1
12,5,0,1
37,5,0,1
7,5,0,1
4,3,0,1
11,5,0,1
48,3,0,1
13,3,0,1
39,5,0,1
25,1,0,1
28,2,0,1
38,5,1,1
58,5,0,1
45,5,1,1
81,5,1,1
37,5,0,1
50,5,1,1
12,2,0,1
18,5,0,1
40,5,0,1
37,5,0,1
44,4,1,1
18,5,0,1
44,5,1,1
46,5,1,1
25,5,0,1
23,3,0,1
25,3,0,1
53,1,1,1
29,5,0,1
41,1,1,1
21,5,0,1
62,2,1,1
16,5,0,1
44,5,1,1
31,5,0,1
23,2,0,1
38,5,1,1
37,5,0,1
20,4,0,1
43,5,1,1
25,5,0,1
52,5,1,1
43,5,1,1
22,5,0,1
19,5,0,1
12,5,0,1
31,5,0,1
14,2,0,1
35,2,0,1
10,5,0,1
60,5,1,1
41,2,0,1
35,5,0,1
28,5,0,1
23,2,0,1
17,5,0,1
44,2,1,1
7,5,0,1
41,5,1,1
48,5,1,1
40,5,0,1
43,2,0,1
44,5,1,1
39,4,1,1
14,5,0,1
11,1,0,1
49,3,1,1
36,2,1,1
23,5,0,1
21,5,0,1
42,5,1,1
16,5,0,1
23,5,0,1
44,2,1,1
36,5,0,1
9,2,0,1
4,5,0,1
41,5,1,1
24,5,0,1
20,5,0,1
44,2,1,1
44,1,1,1
44,5,1,1
34,2,0,1
34,1,0,1
68,5,1,1
37,5,0,1
42,2,1,1
43,3,0,1
24,5,0,1
45,5,0,1
42,2,1,1
24,5,0,1
14,5,0,1
10,2,0,1
54,4,0,1
107,5,0,1
12,5,0,1
53,3,1,1
28,5,0,1
17,2,0,1
13,5,0,1
57,5,1,1
39,3,0,1
39,5,1,1
36,5,0,1
28,5,0,1
59,3,1,1
23,2,0,1
43,5,1,1
45,5,1,1
12,5,0,1
46,2,1,1
49,2,1,1
45,5,0,1
57,2,0,1
28,5,0,1
52,3,1,1
23,5,0,1
25,5,0,1
124,2,1,1
51,2,0,1
35,3,0,1
40,2,1,1
45,3,1,1
85,5,0,1
50,3,0,1
2,3,0,1
60,2,0,1
71,5,1,1
50,3,1,1
41,2,0,1
56,1,1,1
68,5,1,1
25,3,0,1
3,3,0,1
10,5,0,1
2,5,0,1
46,3,0,1
126,3,1,1
10,5,0,1
74,5,0,1
52,5,1,1
42,5,1,1
36,5,1,1
22,5,0,1
64,5,1,1
30,5,0,1
28,2,0,1
10,5,0,1
21,5,0,1
29,5,0,1
21,5,0,1
3,5,0,1
7,2,0,1
12,2,0,1
26,5,0,1
57,5,1,1
23,3,0,1
44,2,0,1
11,3,0,1
20,2,0,1
44,3,0,1
46,5,0,1
12,5,0,1
46,5,1,1
31,5,0,1
203,5,1,1
11,2,0,1
40,5,0,1
58,2,1,1
43,3,1,1
9,5,0,1
126,2,0,1
7,1,0,1
47,5,1,1
34,2,0,1
30,5,0,1
30,2,0,1
18,5,0,1
73,3,1,1
37,2,0,1
29,5,0,1
53,5,0,1
45,2,1,1
19,5,0,1
53,3,0,1
15,2,0,1
44,5,1,1
8,5,0,1
44,3,1,1
10,5,0,1
161,2,0,1
37,5,0,1
43,5,1,1
19,3,0,1
12,1,0,1
49,3,1,1
81,4,1,1
18,5,0,1
49,3,1,1
44,5,1,1
