start,stop,AliveTVC,WinnerTVC,ID,Sex,USA,White,NameChange,Drama,Birth,Final,Alive,Films,FourStarFilms,Wins,Noms,FirstFilmYear,FirstWinYear,FirstNomYear
0,68,1,0,241,0,Yes,No,No,Yes,1933,2001,1,46,17,0,1,1959,NA,1972
0,53,1,0,242,0,Yes,Yes,No,No,1948,2001,1,32,5,0,0,1970,NA,NA
0,53,0,0,243,0,Yes,Yes,No,Yes,1913,1966,0,63,8,0,0,1940,NA,NA
0,39,1,0,244,0,Yes,Yes,Yes,Yes,1909,2001,1,71,11,1,3,1933,1948,1937
39,92,1,1,244,0,Yes,Yes,Yes,Yes,1909,2001,1,71,11,1,3,1933,1948,1937
0,42,1,0,245,1,Yes,Yes,No,Yes,1959,2001,1,28,3,0,0,1983,NA,NA
0,79,0,0,246,1,No,Yes,No,No,1891,1970,0,69,8,0,0,1929,NA,NA
0,82,0,0,247,0,No,Yes,No,Yes,1880,1962,0,113,16,0,0,1914,NA,NA
0,33,1,0,248,1,Yes,Yes,No,Yes,1901,1960,0,56,15,1,3,1924,1934,1934
33,59,0,1,248,1,Yes,Yes,No,Yes,1901,1960,0,56,15,1,3,1924,1934,1934
0,78,0,0,249,1,No,Yes,No,Yes,1889,1967,0,59,21,0,4,1933,NA,1939
0,78,0,0,250,1,Yes,Yes,No,No,1907,1985,0,17,2,0,0,1950,NA,NA
0,31,1,0,251,0,No,Yes,Yes,No,1903,1996,0,67,11,1,3,1927,1934,1934
31,93,0,1,251,0,No,Yes,Yes,No,1903,1996,0,67,11,1,3,1927,1934,1934
0,60,0,0,253,1,Yes,Yes,No,Yes,1893,1953,0,150,14,0,0,1931,NA,NA
0,65,1,0,254,1,Yes,Yes,No,Yes,1936,2001,1,25,5,0,0,1969,NA,NA
0,43,1,0,255,1,Yes,Yes,No,Yes,1925,2001,1,79,6,1,1,1943,1968,1968
43,76,1,1,255,1,Yes,Yes,No,Yes,1925,2001,1,79,6,1,1,1943,1968,1968
0,73,0,0,256,1,Yes,Yes,Yes,No,1893,1966,0,26,7,0,3,1924,NA,1944
0,71,1,0,257,1,Yes,Yes,No,Yes,1930,2001,1,72,17,0,1,1955,NA,1992
0,45,1,0,258,0,Yes,Yes,No,No,1926,2001,1,93,12,1,1,1955,1971,1971
45,75,1,1,258,0,Yes,Yes,No,No,1926,2001,1,93,12,1,1,1955,1971,1971
0,53,1,0,259,1,Yes,Yes,No,Yes,1948,2001,1,43,3,0,0,1976,NA,NA
0,57,0,0,260,1,No,Yes,No,Yes,1930,1987,0,39,8,0,0,1961,NA,NA
0,41,1,0,261,1,No,Yes,No,Yes,1960,2001,1,19,6,0,0,1984,NA,NA
0,84,0,0,262,1,Yes,Yes,No,Yes,1896,1980,0,12,1,0,0,1929,NA,NA
0,80,0,0,263,1,No,Yes,No,Yes,1888,1968,0,61,12,0,0,1918,NA,NA
0,67,0,0,264,0,Yes,Yes,No,Yes,1924,1991,0,52,13,0,0,1959,NA,NA
0,75,1,0,265,0,Yes,Yes,No,Yes,1926,2001,1,1,1,0,1,1952,NA,1952
0,58,1,0,266,0,Yes,Yes,No,Yes,1943,2001,1,37,7,0,0,1975,NA,NA
0,84,0,0,267,0,Yes,Yes,No,No,1901,1985,0,88,11,0,0,1940,NA,NA
0,75,0,0,268,0,Yes,Yes,No,Yes,1880,1955,0,33,12,0,0,1935,NA,NA
0,78,1,0,269,1,No,Yes,No,Yes,1923,2001,1,17,3,0,0,1944,NA,NA
0,72,1,0,270,0,No,Yes,No,Yes,1929,2001,1,26,2,0,0,1947,NA,NA
0,81,0,0,271,0,Yes,Yes,No,Yes,1898,1979,0,21,1,0,1,1918,NA,1929
0,64,1,0,272,0,No,Yes,No,Yes,1937,2001,1,16,3,0,0,1961,NA,NA
0,74,0,0,273,1,Yes,Yes,No,Yes,1915,1989,0,44,2,0,1,1940,NA,1945
0,55,1,0,274,1,Yes,Yes,No,Yes,1946,2001,1,44,9,0,0,1971,NA,NA
0,47,1,0,275,1,Yes,Yes,No,Yes,1954,2001,1,25,3,0,0,1975,NA,NA
0,83,0,0,276,1,No,Yes,Yes,Yes,1882,1965,0,133,21,0,0,1914,NA,NA
0,37,1,0,277,1,Yes,Yes,No,No,1964,2001,1,23,5,0,0,1980,NA,NA
0,28,1,0,278,1,Yes,Yes,No,Yes,1968,2001,1,15,3,1,1,1988,1996,1996
28,33,1,1,278,1,Yes,Yes,No,Yes,1968,2001,1,15,3,1,1,1988,1996,1996
0,51,1,0,279,0,Yes,Yes,No,Yes,1950,2001,1,30,4,0,0,1971,NA,NA
0,74,0,0,280,1,Yes,Yes,No,No,1893,1967,0,122,15,0,0,1922,NA,NA
0,69,1,0,281,1,Yes,Yes,No,No,1932,2001,1,79,10,0,0,1964,NA,NA
0,104,1,0,282,0,Yes,Yes,No,Yes,1897,2001,1,35,9,0,0,1922,NA,NA
0,51,1,0,283,1,No,Yes,No,No,1950,2001,1,78,13,0,1,1974,NA,1989
0,61,0,0,284,1,Yes,Yes,Yes,No,1917,1978,0,54,1,0,1,1940,NA,1948
0,82,1,0,285,1,No,Yes,No,Yes,1919,2001,1,64,6,0,1,1938,NA,1954
0,78,0,0,286,1,Yes,Yes,No,Yes,1915,1993,0,52,11,0,0,1942,NA,NA
0,59,1,0,287,0,Yes,Yes,No,Yes,1942,2001,1,19,6,0,0,1984,NA,NA
0,79,0,0,288,1,No,Yes,No,No,1907,1986,0,50,8,0,0,1946,NA,NA
0,32,1,0,289,1,No,Yes,No,Yes,1957,2001,1,17,8,1,2,1971,1989,1989
32,44,1,1,289,1,No,Yes,No,Yes,1957,2001,1,17,8,1,2,1971,1989,1989
0,65,0,0,290,1,No,Yes,No,Yes,1933,1998,0,26,5,0,1,1943,NA,1968
0,68,1,0,291,1,Yes,Yes,No,Yes,1933,2001,1,70,15,0,1,1973,NA,1989
0,57,1,0,292,1,Yes,Yes,No,No,1944,2001,1,59,10,0,0,1968,NA,NA
0,54,1,0,293,1,Yes,No,No,Yes,1947,2001,1,44,10,0,0,1979,NA,NA
0,41,1,0,294,0,Yes,Yes,No,Yes,1960,2001,1,30,2,0,0,1978,NA,NA
0,72,1,0,295,1,Yes,Yes,No,No,1929,2001,1,8,1,0,0,1961,NA,NA
0,49,1,0,296,1,Yes,Yes,No,Yes,1952,2001,1,23,3,0,0,1956,NA,NA
0,93,1,0,297,1,Yes,Yes,No,Yes,1908,2001,1,30,9,0,0,1941,NA,NA
0,58,1,0,298,1,Yes,Yes,No,Yes,1943,2001,1,42,9,0,0,1973,NA,NA
0,47,1,0,299,1,Yes,Yes,No,Yes,1954,2001,1,38,3,0,0,1964,NA,NA
0,68,1,0,300,1,No,Yes,No,Yes,1933,2001,1,84,6,0,0,1950,NA,NA
0,48,1,0,301,1,No,Yes,No,No,1910,1983,0,114,17,1,1,1935,1958,1935
48,73,0,1,301,1,No,Yes,No,No,1910,1983,0,114,17,1,1,1935,1958,1935
0,47,1,0,302,1,Yes,Yes,No,Yes,1954,2001,1,40,4,0,1,1979,NA,1992
0,58,1,0,303,1,Yes,Yes,No,Yes,1943,2001,1,24,3,0,0,1973,NA,NA
0,52,0,0,304,1,Yes,Yes,No,Yes,1921,1973,0,8,1,0,0,1961,NA,NA
0,60,1,0,305,1,No,Yes,No,Yes,1941,2001,1,93,12,0,0,1963,NA,NA
0,55,0,0,306,0,No,Yes,No,Yes,1930,1985,0,43,2,0,0,1951,NA,NA
0,46,1,0,307,1,Yes,Yes,No,Yes,1903,1991,0,103,18,1,1,1929,1949,1949
46,88,0,1,307,1,Yes,Yes,No,Yes,1903,1991,0,103,18,1,1,1929,1949,1949
0,66,1,0,308,1,Yes,Yes,No,Yes,1935,2001,1,104,13,0,1,1945,NA,1988
0,69,1,0,309,0,Yes,Yes,Yes,No,1932,2001,1,56,8,0,1,1948,NA,1964
0,44,1,0,310,0,Yes,Yes,No,No,1957,2001,1,2,1,0,0,1965,NA,NA
0,80,1,0,311,0,No,Yes,No,Yes,1921,2001,1,57,19,0,6,1934,NA,1949
0,48,1,0,312,0,Yes,Yes,No,Yes,1953,2001,1,34,1,0,0,1973,NA,NA
0,46,1,0,313,0,Yes,Yes,No,Yes,1955,2001,1,21,4,0,3,1976,NA,1982
0,74,0,0,314,0,Yes,Yes,No,Yes,1905,1979,0,31,1,0,0,1923,NA,NA
0,39,1,0,315,0,Yes,Yes,Yes,Yes,1962,2001,1,32,1,0,0,1978,NA,NA
0,70,0,0,316,1,No,Yes,No,Yes,1922,1992,0,105,20,0,1,1949,NA,1986
0,74,1,0,317,1,No,Yes,No,Yes,1927,2001,1,20,5,0,0,1955,NA,NA
0,65,1,0,318,1,Yes,Yes,No,Yes,1936,2001,1,92,18,0,1,1953,NA,1955
0,35,1,0,319,1,Yes,No,No,Yes,1954,2001,1,36,7,1,4,1977,1989,1987
35,47,1,1,319,1,Yes,No,No,Yes,1954,2001,1,36,7,1,4,1977,1989,1987
0,52,0,0,320,1,Yes,Yes,No,Yes,1898,1950,0,151,22,0,0,1931,NA,NA
0,67,0,0,321,1,Yes,Yes,No,Yes,1923,1990,0,6,2,0,1,1955,NA,1986
0,66,1,0,322,0,Yes,No,Yes,Yes,1935,2001,1,23,4,0,1,1954,NA,1974
0,78,0,0,323,0,Yes,Yes,No,Yes,1919,1997,0,21,2,0,0,1934,NA,NA
0,57,1,0,324,0,Yes,No,No,Yes,1944,2001,1,17,0,0,1,1972,NA,1972
0,46,1,0,325,0,Yes,Yes,No,Yes,1955,2001,1,31,1,0,1,1977,NA,1980
0,58,0,0,326,0,No,Yes,Yes,Yes,1906,1964,0,18,2,0,1,1932,NA,1933
0,68,1,0,327,0,No,Yes,No,Yes,1933,2001,1,30,5,0,1,1952,NA,1963
0,31,1,0,328,0,Yes,Yes,Yes,Yes,1946,2001,1,39,13,1,3,1970,1977,1974
31,55,1,1,328,0,Yes,Yes,Yes,Yes,1946,2001,1,39,13,1,3,1970,1977,1974
0,54,0,0,329,0,Yes,Yes,No,Yes,1938,1992,0,11,2,0,1,1957,NA,1957
0,62,1,0,330,0,Yes,Yes,Yes,Yes,1939,2001,1,50,6,0,3,1961,NA,1974
0,38,1,0,331,0,Yes,Yes,No,Yes,1948,2001,1,25,6,2,3,1980,1986,1986
38,53,1,1,331,0,Yes,Yes,No,Yes,1948,2001,1,25,6,2,3,1980,1986,1986
0,71,1,0,332,1,Yes,Yes,No,Yes,1930,2001,1,14,2,0,0,1954,NA,NA
0,69,0,0,333,1,Yes,Yes,No,Yes,1910,1979,0,94,4,0,0,1934,NA,NA
0,73,1,0,334,1,Yes,Yes,No,No,1928,2001,1,56,2,0,0,1941,NA,NA
0,73,1,0,335,0,Yes,Yes,Yes,Yes,1928,2001,1,41,5,0,0,1957,NA,NA
0,77,1,0,336,1,Yes,Yes,Yes,No,1908,1993,0,78,10,1,1,1935,1985,1985
77,85,0,1,336,1,Yes,Yes,Yes,No,1908,1993,0,78,10,1,1,1935,1985,1985
0,102,1,0,337,1,Yes,Yes,No,Yes,1899,2001,1,83,19,0,0,1932,NA,NA
0,72,1,0,338,1,Yes,Yes,No,Yes,1929,2001,1,63,7,0,1,1947,NA,1956
0,78,0,0,339,1,Yes,Yes,No,Yes,1920,1998,0,63,9,0,0,1943,NA,NA
0,86,0,0,340,1,Yes,Yes,No,No,1902,1988,0,34,2,0,0,1928,NA,NA
0,56,0,0,341,1,No,Yes,No,Yes,1943,1999,0,26,5,0,0,1966,NA,NA
0,61,1,0,342,1,No,Yes,No,Yes,1880,1974,0,161,29,1,1,1910,1941,1941
61,94,0,1,342,1,No,Yes,No,Yes,1880,1974,0,161,29,1,1,1910,1941,1941
0,76,0,0,343,1,No,Yes,No,Yes,1919,1995,0,184,16,0,0,1955,NA,NA
0,66,1,0,344,1,No,Yes,No,Yes,1935,2001,1,96,12,0,0,1957,NA,NA
0,44,1,0,345,0,Yes,Yes,No,No,1957,2001,1,13,1,0,0,1981,NA,NA
0,32,1,0,346,0,Yes,Yes,Yes,Yes,1921,1986,0,48,8,1,1,1931,1953,1945
32,65,0,1,346,0,Yes,Yes,Yes,Yes,1921,1986,0,48,8,1,1,1931,1953,1945
0,72,0,0,347,0,Yes,Yes,No,No,1911,1983,0,67,6,0,0,1937,NA,NA
0,77,1,0,348,0,Yes,Yes,Yes,No,1924,2001,1,40,5,0,1,1948,NA,1959
0,69,0,0,349,0,No,Yes,No,Yes,1899,1968,0,155,24,0,0,1925,NA,NA
0,72,1,0,350,0,Yes,Yes,Yes,Yes,1929,2001,1,40,5,0,0,1961,NA,NA
0,77,0,0,351,0,Yes,Yes,No,Yes,1898,1975,0,18,4,0,0,1933,NA,NA
0,48,0,0,352,0,Yes,Yes,No,No,1920,1968,0,23,7,0,0,1946,NA,NA
0,67,0,0,353,0,No,Yes,No,Yes,1925,1992,0,29,7,0,0,1949,NA,NA
0,42,0,0,354,0,Yes,No,No,Yes,1923,1965,0,26,3,0,1,1940,NA,1954
0,87,0,0,355,0,No,Yes,No,Yes,1903,1990,0,51,0,0,0,1920,NA,NA
0,31,1,0,356,0,Yes,Yes,Yes,Yes,1925,2001,1,75,6,1,1,1942,1956,1956
31,76,1,1,356,0,Yes,Yes,Yes,Yes,1925,2001,1,75,6,1,1,1942,1956,1956
0,82,1,0,357,0,Yes,Yes,No,Yes,1919,2001,1,40,11,0,1,1943,NA,1947
0,65,0,0,358,0,No,Yes,Yes,Yes,1922,1987,0,37,6,0,0,1944,NA,NA
0,66,0,0,359,0,Yes,Yes,No,Yes,1889,1955,0,87,16,0,0,1935,NA,NA
0,39,0,0,360,0,Yes,Yes,No,Yes,1944,1983,0,2,0,0,0,1975,NA,NA
0,33,1,0,361,0,Yes,Yes,No,Yes,1968,2001,1,15,4,0,0,1984,NA,NA
0,50,0,0,362,1,Yes,Yes,Yes,Yes,1910,1960,0,48,11,0,0,1939,NA,NA
0,52,0,0,363,1,No,Yes,No,Yes,1909,1961,0,50,16,0,0,1931,NA,NA
0,87,0,0,364,1,Yes,Yes,No,No,1907,1994,0,145,15,0,0,1938,NA,NA
0,66,1,0,365,1,No,Yes,No,No,1935,2001,1,47,2,0,1,1962,NA,1981
0,42,1,0,366,1,Yes,Yes,No,Yes,1937,2001,1,37,14,2,7,1967,1979,1967
42,64,1,1,366,1,Yes,Yes,No,Yes,1937,2001,1,37,14,2,7,1967,1979,1967
0,62,1,0,367,0,Yes,Yes,Yes,No,1939,2001,1,37,2,0,2,1960,NA,1969
0,64,1,0,368,0,Yes,Yes,No,Yes,1937,2001,1,8,2,0,0,1981,NA,NA
0,81,0,0,369,1,Yes,Yes,No,Yes,1885,1966,0,36,2,0,0,1916,NA,NA
0,73,1,0,370,1,Yes,Yes,No,Yes,1928,2001,1,55,10,0,0,1952,NA,NA
0,61,1,0,371,1,Yes,Yes,No,Yes,1901,1970,0,49,9,1,1,1947,1962,1962
61,69,0,1,371,1,Yes,Yes,No,Yes,1901,1970,0,49,9,1,1,1947,1962,1962
0,51,1,0,372,1,Yes,Yes,No,Yes,1950,2001,1,40,8,0,3,1971,NA,1995
0,80,0,0,373,1,Yes,Yes,Yes,No,1886,1966,0,38,5,0,1,1927,NA,1959
0,93,1,0,374,1,Yes,Yes,Yes,Yes,1908,2001,1,126,14,0,2,1938,NA,1953
0,65,0,0,375,1,Yes,Yes,No,No,1930,1995,0,9,1,0,0,1971,NA,NA
0,75,0,0,376,1,Yes,Yes,No,No,1890,1965,0,72,4,0,0,1921,NA,NA
0,49,0,0,377,1,No,Yes,No,Yes,1903,1952,0,60,2,0,0,1936,NA,NA
0,57,0,0,378,1,Yes,Yes,No,No,1907,1964,0,50,4,0,0,1940,NA,NA
0,65,0,0,379,0,Yes,Yes,No,Yes,1912,1977,0,20,4,0,0,1941,NA,NA
0,88,0,0,380,0,No,Yes,No,Yes,1888,1976,0,22,4,0,3,1915,NA,1963
0,81,0,0,381,0,Yes,Yes,No,Yes,1899,1980,0,48,9,0,0,1941,NA,NA
0,68,0,0,382,0,Yes,Yes,No,No,1894,1962,0,5,0,0,0,1939,NA,NA
0,39,1,0,383,1,Yes,Yes,No,Yes,1915,1985,0,87,18,1,2,1938,1954,1954
39,70,0,1,383,1,Yes,Yes,No,Yes,1915,1985,0,87,18,1,2,1938,1954,1954
0,77,1,0,384,1,No,Yes,No,Yes,1924,2001,1,47,2,0,0,1953,NA,NA
0,72,1,0,385,1,No,Yes,No,Yes,1875,1959,0,83,13,1,2,1927,1947,1947
72,84,0,1,385,1,No,Yes,No,Yes,1875,1959,0,83,13,1,2,1927,1947,1947
0,59,0,0,386,0,Yes,Yes,No,No,1883,1942,0,48,11,0,1,1923,NA,1939
0,66,0,0,387,1,Yes,Yes,Yes,Yes,1890,1956,0,96,14,0,0,1920,NA,NA
0,84,0,0,388,1,Yes,Yes,No,No,1886,1970,0,108,15,0,0,1922,NA,NA
0,64,1,0,389,1,No,Yes,No,Yes,1937,2001,1,45,6,0,0,1963,NA,NA
0,62,0,0,390,1,Yes,Yes,No,No,1902,1964,0,204,13,0,0,1931,NA,NA
0,58,1,0,391,1,Yes,Yes,Yes,Yes,1943,2001,1,57,8,0,0,1972,NA,NA
0,54,1,0,392,1,Yes,Yes,No,Yes,1947,2001,1,36,7,0,1,1974,NA,1988
0,32,1,0,393,1,Yes,Yes,No,Yes,1969,2001,1,6,2,0,2,1996,NA,1996
0,71,0,0,394,1,Yes,Yes,No,Yes,1909,1980,0,34,7,0,0,1945,NA,NA
0,66,1,0,395,0,Yes,Yes,No,Yes,1935,2001,1,57,5,0,1,1967,NA,1971
0,53,1,0,396,0,Yes,Yes,No,Yes,1919,2001,1,35,5,1,2,1952,1972,1956
53,82,1,1,396,0,Yes,Yes,No,Yes,1919,2001,1,35,5,1,2,1952,1972,1956
0,82,1,0,397,0,No,Yes,Yes,Yes,1919,2001,1,10,1,0,0,1947,NA,NA
0,82,0,0,398,0,No,Yes,No,Yes,1879,1961,0,67,15,0,0,1931,NA,NA
0,69,1,0,399,0,Yes,Yes,Yes,No,1932,2001,1,12,3,0,0,1967,NA,NA
0,54,1,0,400,0,Yes,Yes,No,Yes,1947,2001,1,2,1,0,0,1968,NA,NA
0,67,1,0,401,0,No,Yes,No,Yes,1934,2001,1,25,7,0,0,1965,NA,NA
0,79,1,0,402,0,Yes,Yes,No,Yes,1922,2001,1,61,6,0,3,1941,NA,1950
0,88,0,0,403,0,No,Yes,Yes,Yes,1898,1986,0,13,1,0,1,1924,NA,1935
0,38,1,0,404,0,Yes,Yes,No,No,1963,2001,1,22,3,0,1,1984,NA,1995
0,82,0,0,405,0,No,Yes,No,Yes,1908,1990,0,48,3,0,0,1931,NA,NA
0,46,0,0,406,0,Yes,Yes,No,Yes,1941,1987,0,9,2,0,1,1965,NA,1965
0,40,1,0,407,0,Yes,Yes,No,Yes,1961,2001,1,27,5,0,1,1980,NA,1981
0,28,1,0,408,0,No,Yes,No,Yes,1932,2001,1,78,17,2,5,1942,196NA,1957
28,69,1,1,408,0,No,Yes,No,Yes,1932,2001,1,78,17,2,5,1942,196NA,1957
0,79,0,0,409,0,Yes,No,No,Yes,1917,1996,0,19,1,0,0,1942,NA,NA
0,42,1,0,410,0,Yes,Yes,Yes,Yes,1932,2001,1,58,15,1,6,1961,1974,1971
42,69,1,1,410,0,Yes,Yes,Yes,Yes,1932,2001,1,58,15,1,6,1961,1974,1971
0,85,0,0,411,0,Yes,Yes,No,Yes,1914,1999,0,97,13,0,1,1941,NA,1948
0,63,1,0,412,1,Yes,Yes,Yes,No,1938,2001,1,88,12,0,1,1964,NA,1969
0,81,1,0,413,1,Yes,Yes,No,No,1920,2001,1,20,4,0,0,1940,NA,NA
0,84,0,0,414,0,No,Yes,Yes,No,1902,1986,0,61,17,0,2,1927,NA,1949
0,44,1,0,415,1,No,Yes,Yes,Yes,1884,1950,0,33,8,2,2,1914,1928,1928
44,66,0,1,415,1,No,Yes,Yes,Yes,1884,1950,0,33,8,2,2,1914,1928,1928
0,39,0,0,416,1,Yes,Yes,No,No,1926,1965,0,2,0,0,0,1953,NA,NA
0,34,1,0,417,0,Yes,Yes,No,Yes,1967,2001,1,5,3,0,2,1996,NA,1996
0,33,1,0,418,0,No,Yes,No,Yes,1959,2001,1,18,7,1,4,1988,1992,1992
33,42,1,1,418,0,No,Yes,No,Yes,1959,2001,1,18,7,1,4,1988,1992,1992
0,76,0,0,419,1,Yes,Yes,No,Yes,1893,1969,0,258,20,0,0,1934,NA,NA
0,82,0,0,420,1,No,Yes,No,Yes,1905,1987,0,47,8,0,0,1932,NA,NA
0,85,0,0,421,1,Yes,Yes,No,Yes,1886,1971,0,4,1,0,0,1949,NA,NA
0,45,1,0,422,1,Yes,Yes,No,Yes,1956,2001,1,52,5,0,1,1978,NA,1985
0,40,1,0,423,1,Yes,Yes,No,Yes,1961,2001,1,48,6,0,0,1978,NA,NA
0,72,0,0,424,1,No,Yes,No,Yes,1885,1957,0,68,13,0,1,1915,NA,1950
0,40,1,0,425,1,Yes,Yes,No,Yes,1915,2001,1,119,19,1,1,1951,1955,1955
40,86,1,1,425,1,Yes,Yes,No,Yes,1915,2001,1,119,19,1,1,1951,1955,1955
0,81,0,0,426,1,No,Yes,No,Yes,1906,1987,0,61,11,0,0,1931,NA,NA
0,40,1,0,427,0,Yes,Yes,No,Yes,1927,2001,1,25,5,1,2,1944,1967,1967
40,74,1,1,427,0,Yes,Yes,No,Yes,1927,2001,1,25,5,1,2,1944,1967,1967
0,59,0,0,428,0,Yes,Yes,No,Yes,1899,1958,0,27,4,0,0,1920,NA,NA
0,65,0,0,429,0,Yes,No,No,Yes,1933,1998,0,24,4,0,0,1964,NA,NA
0,65,1,0,430,0,Yes,Yes,Yes,Yes,1879,1959,0,31,5,1,4,1914,1944,1944
65,80,0,1,430,0,Yes,Yes,Yes,Yes,1879,1959,0,31,5,1,4,1914,1944,1944
0,81,0,0,431,0,Yes,No,No,No,1896,1977,0,17,5,0,1,1929,NA,1949
0,81,0,0,432,0,Yes,Yes,No,No,1917,1998,0,19,1,0,0,1934,NA,NA
0,65,0,0,433,1,Yes,Yes,No,No,1889,1954,0,157,17,0,0,1913,NA,NA
0,92,0,0,434,0,No,Yes,No,Yes,1899,1991,0,3,1,0,1,1955,NA,1980
0,78,0,0,435,0,Yes,Yes,Yes,No,1912,1990,0,78,8,0,1,1929,NA,1937
0,71,1,0,436,0,Yes,Yes,No,Yes,1930,2001,1,17,0,0,0,1957,NA,NA
0,30,1,0,437,0,Yes,Yes,No,Yes,1924,2001,1,38,9,1,1,1950,1954,1954
30,77,1,1,437,0,Yes,Yes,No,Yes,1924,2001,1,38,9,1,1,1950,1954,1954
0,91,0,0,438,0,Yes,Yes,No,Yes,1897,1988,0,56,5,0,0,1920,NA,NA
0,82,1,0,439,0,Yes,Yes,No,Yes,1919,2001,1,50,7,0,0,1938,NA,NA
0,63,0,0,440,0,Yes,Yes,No,No,1895,1958,0,15,2,0,0,1949,NA,NA
0,80,0,0,441,0,Yes,Yes,No,Yes,1913,1993,0,24,2,0,0,1933,NA,NA
0,52,0,0,442,1,Yes,Yes,No,Yes,1901,1953,0,16,5,0,0,1932,NA,NA
0,56,0,0,443,0,Yes,Yes,No,Yes,1903,1959,0,33,12,0,0,1933,NA,NA
0,45,1,0,444,1,Yes,Yes,No,Yes,1939,2001,1,41,6,1,1,1971,1984,1973
45,62,1,1,444,1,Yes,Yes,No,Yes,1939,2001,1,41,6,1,1,1971,1984,1973
0,79,1,0,445,0,No,Yes,No,Yes,1922,2001,1,29,3,0,0,1941,NA,NA
0,47,1,0,446,0,Yes,Yes,No,Yes,1891,1968,0,42,9,1,3,1934,1938,1938
47,77,0,1,446,0,Yes,Yes,No,Yes,1891,1968,0,42,9,1,3,1934,1938,1938
0,88,1,0,447,0,Yes,Yes,No,Yes,1913,2001,1,41,6,0,0,1937,NA,NA
0,35,1,0,448,0,Yes,Yes,No,Yes,1941,2001,1,63,9,1,3,1967,1976,1967
35,60,1,1,448,0,Yes,Yes,No,Yes,1941,2001,1,63,9,1,3,1967,1976,1967
0,71,0,0,449,0,Yes,Yes,No,Yes,1880,1951,0,46,9,0,0,1930,NA,NA
0,79,0,0,450,1,No,Yes,Yes,Yes,1915,1994,0,131,9,0,0,1946,NA,NA
0,43,1,0,451,0,No,Yes,No,Yes,1958,2001,1,16,2,0,0,1984,NA,NA
0,82,0,0,452,0,No,Yes,No,Yes,1902,1984,0,51,8,0,1,1931,NA,1946
0,66,0,0,453,0,Yes,Yes,Yes,No,1888,1954,0,66,12,0,0,1937,NA,NA
0,87,0,0,454,0,Yes,Yes,Yes,Yes,1901,1988,0,17,3,0,0,1929,NA,NA
0,76,0,0,455,0,Yes,Yes,No,Yes,1904,1980,0,50,6,0,0,1929,NA,NA
0,60,0,0,456,0,Yes,Yes,No,Yes,1889,1949,0,4,0,0,0,1921,NA,NA
0,40,1,0,457,1,Yes,No,No,Yes,1961,2001,1,34,6,0,0,1982,NA,NA
0,67,0,0,458,1,Yes,Yes,No,No,1919,1986,0,96,7,0,0,1940,NA,NA
0,44,1,0,459,0,Yes,Yes,No,No,1957,2001,1,23,2,0,0,1977,NA,NA
0,94,1,0,460,0,Yes,Yes,Yes,Yes,1907,2001,1,49,5,0,0,1929,NA,NA
0,39,1,0,461,0,Yes,Yes,No,Yes,1957,2001,1,27,10,1,3,1984,1996,1988
39,44,1,1,461,0,Yes,Yes,No,Yes,1957,2001,1,27,10,1,3,1984,1996,1988
0,93,1,0,462,0,Yes,Yes,No,Yes,1908,2001,1,83,8,0,0,1931,NA,NA
0,63,0,0,463,1,Yes,Yes,No,Yes,1905,1968,0,73,8,0,1,1932,NA,1935
0,70,0,0,464,1,Yes,Yes,No,Yes,1893,1963,0,80,9,0,0,1928,NA,NA
0,74,0,0,465,1,No,Yes,No,Yes,1890,1964,0,75,12,0,0,1930,NA,NA
0,71,0,0,466,1,Yes,Yes,No,Yes,1910,1981,0,56,8,0,0,1951,NA,NA
0,78,0,0,467,1,Yes,Yes,No,Yes,1907,1985,0,161,21,0,0,1936,NA,NA
0,75,1,0,468,1,No,Yes,No,Yes,1926,2001,1,60,9,0,1,1962,NA,1965
0,82,0,0,469,1,Yes,Yes,No,No,1878,1960,0,111,6,0,0,1931,NA,NA
0,76,1,0,470,1,Yes,Yes,No,Yes,1925,2001,1,33,5,0,0,1944,NA,NA
0,82,0,0,471,1,Yes,Yes,No,Yes,1899,1981,0,119,14,0,0,1930,NA,NA
0,80,0,0,472,1,Yes,Yes,No,No,1887,1967,0,77,18,0,0,1928,NA,NA
0,59,0,0,473,1,Yes,Yes,Yes,No,1890,1949,0,111,11,0,2,1916,NA,1934
0,83,0,0,474,1,Yes,Yes,No,Yes,1909,1992,0,55,7,0,0,1940,NA,NA
0,89,0,0,475,1,Yes,Yes,No,No,1884,1973,0,154,14,0,0,1921,NA,NA
0,38,1,0,476,1,Yes,Yes,No,No,1915,1998,0,109,16,1,2,1941,1953,1953
38,83,0,1,476,1,Yes,Yes,No,No,1915,1998,0,109,16,1,2,1941,1953,1953
0,68,0,0,477,1,No,Yes,No,Yes,1926,1994,0,13,1,0,0,1958,NA,NA
0,38,1,0,478,1,Yes,Yes,No,Yes,1963,2001,1,30,8,0,0,1987,NA,NA
0,64,0,0,479,1,Yes,Yes,No,No,1894,1958,0,176,16,0,0,1926,NA,NA
0,88,0,0,480,1,Yes,Yes,Yes,No,1899,1987,0,67,19,0,1,1915,NA,1974
0,58,1,0,481,1,Yes,Yes,No,Yes,1943,2001,1,25,6,0,0,1985,NA,NA
0,49,0,0,482,1,Yes,Yes,No,No,1889,1938,0,92,7,0,0,1920,NA,NA
0,83,0,0,483,1,Yes,Yes,No,No,1908,1991,0,98,9,0,0,1929,NA,NA
